comment,likes,author,processed_comment
Klener Keks bahasa Indonesia,0,@dailychannel4917,klener keks bahasa indonesia
Terus karena lo bacot bgt di video ini gue jadi mau punya semuanya dooong 😂,0,@Joshushushu_,lo bacot banget video
Setiap ngeliat videonya knp menor bgt yaa. Pdhl udah cantik tp make up nya jd malah kayak topeng. Putih bgt jd belang d leher.,0,@annisakharisma3260,video knp menor banget ya pdhl cantik make up nya kayak topeng putih banget belang d leher
"kak,kalo yg matte powder bgus g?",0,@siotongkucingpemberani8909,kak matte powder bgus g
kak itu backgroundnya namanya apa? dan beli dimana ya? kalo ada yg tau bantu jawab dongg,0,@divbellubby4233,kak backgroundnya nama beli mana ya bantu dongg
"tasyaaaaaa,,, lo bener2 racun...
hahahahaha...
skrg gue keranjingan sama focallure...
OMG... thanks for your poisonous review... 😘😘😘",0,@aurellee7278,tasya lo bener racun hahahahaha skrg keranjingan focallure ya ampun terima kasih for your poisonous review
Beli focallure dmn,0,@stephanymerlin4487,beli focallure dmn
makeup.in cowo dong ka...kira2 cowo supaya keliatan exotic dan kaya porselin....😍,0,@bengbeng3800,makeup in cowo kak cowo liat exotic kaya porselin
"Kamu g bisa baca tulisan Mandarin q mau kok bacain hehehhe..Thank you y gara"" video ini q bisa cari makeup yg murah",0,@huweiwei5268,g baca tulis mandarin q bacain hehehhe thank you y gara video q cari makeup murah
Gila bgt si ini focallure😂👌🏻👌🏻langsung bikin pengen beli asli,0,@tokyochan88,gila banget si focallure langsung bikin beli asli
Menor nya,0,@devinanurulramadani9838,menor nya
"Saya jual product FOCALLURE say
lebih muraahhh
matte lip cuma 35rb
foundation cuma 50rb
loose powder cuma 45rb

minat bisa contact WA saya 08988881744",0,@idamnoralagista3889,jual product focallure say muraah matte lip rb foundation rb loose powder rb minat contact wa
kak bagusan foundation make over apa focallure..  please jawab kak..,0,@renahartati3082,kak bagus foundation make over focallure please kak
"kak, cobain focalure eyeshadow pallete yg no 1 bright lux dong",0,@lauraelebica7388,kak cobain focalure eyeshadow pallete no bright lux
Focallure tuh cina punya deh kalo gasalah,0,@harvpraselia6545,focallure tuh cina deh gasalah
Kakkk terlalu putiiihh beda sama leher:(,0,@Raafi27,kak putihh beda leher
kalo beli focallure langsung dari olshop yg di cina bisa dapet harga lebih gilak lagi ! 😭 harga eyeshadownya aja 25rb 😭 pokoknya ga ada yg diatas 50rb 😭 lup focallure 😭,1,@ramianagnes899,beli focallure langsung online shop cina harga gilak harga eyeshadownya rb pokok atas rb lup focallure
"Kk salam knal,,ak subscribe br,,br nemu vlokny kk.oy kk ni bkan orang indonesia y?",0,@neliwati685,kak salam knal ak subscribe br br nemu vlokny kak oy kak ni bkan orang indonesia y
"Thanks bagi review makeup focallure, memang menarik dan cantik. Harga pun berbaloi. Nak cuba beli juga",0,@aishah_itsme,terima kasih review makeup focallure tarik cantik harga berbaloi nak cuba beli
Racun banget siiihh tashaaaa,1,@ismailemah6721,racun banget sihh tasha
Ko sekilas ssudh di make up mirip #nancyajram yaaa hihihi,0,@nazihakhansa1277,ko kilas ssudh make up ya hihihi
Ramian Agnes gimana cara mesennya ya?,0,@srisusanti2873,rami agnes gimana mesennya ya
Bener bangett😁,0,@febirahmi5307,bener bangett
Tasyaaa pake bulu mata apa yah ?,0,@salsabilaulfahulyazhafirah1661,tasya pakai bulu mata yah
FIX BELI!!!!,0,@meliasnabrkaban3841,beli
kak punya tutorial one brand inez gk?,0,@eni_maharani,kak tutorial one brand inez
Haduuuuch .. Kaka syantik bikin ak mupeng sma produk iniiii😍😍,0,@nuvhycomell9295,haduch kaka syantik bikin ak mupeng sma produk
Ngakak bgt sih liat dirimu kak tasya! Cablak dan ga dibuat2 tp lucu hahaa love love,3,@fikatty,tertawa banget sih lihat diri kak tasya cablak lucu hahaa love love
he tasya lu so cantik,0,@elvinarahmawati5767,he tasya lu so cantik
"Sumpah ini racun banget , eyeshadow love banget",0,@kidkaito713,sumpah racun banget eyeshadow love banget
I am your fan in Malaysia.....you make me buy foccallure....can't wait to test it,0,@DewiRabbit,i am your fan in malaysia you make me buy foccallure can t wait to test it
di mana beli focallur nya yach info donk,0,@anisyabahasyim7361,beli focallur nya yach info donk
"Jual tas zara, Charles n Keith, Victoria's Secret LEBIH MURAH DAR COUNTERRR! Yuhuuu kepoin instagram @bagwithstyle yaa langsung aja WA ke 081317467191 untuk order :)",0,@bagwithstylejakarta8675,jual tas zara charles n keith victoria s secret murah dar counter yuhu poin instagram ya langsung wa order
Super suka sama cerewetannya ma tasyaa,0,@febryanaangelica6524,super suka cerewet ma tasyaa
ratjun banged sihhh,1,@riensulis584,ratjun banged sih
KA TANGUNG JAWAB JADI KERACUNAN FOCALLURE DIRUMAH MAKEUP HAMPIR SEMUA FOCALLURE GARAGARA KAKAK:(,288,@fianiputri9835,kak tangung racun focallure rumah makeup focallure garagara kakak
Kak tapi kalo mau beli semua lansung bisa 1.000.000+++,0,@anindya-ng8bb,kak beli lansung
ku jd sak napas jg nontonnya,0,@mutiaradaulay3929,ku sak napas nontonnya
Kak Tasya kalo mau beli produk focallure ini dimana kak??? racun banget soalnya😂,0,@monicasharasinaga9911,kak tasya beli produk focallure mana kak racun banget
"kk, fulcallurnya beli dimana ya :-D",0,@BundaAl_ya,kak fulcallurnya beli mana ya d
Tahan g seharian tas,0,@growing1606,tahan g hari tas
Sumpah ka mirip banget dua lipa wkwk,0,@luriantizasqiaiwadi1767,sumpah kak banget lipa tertawa
wow you looked like a drag queen wtf,0,@yukyayukyukya2330,wow you looked like a drag queen wtf
Rien Sulis i,0,@nuratikahbekasi1354,rien sulis i
Dewi Trisnawati yang ori ada dijual dishoppe juga.. aku baru aja beli.. habis 400ribuan lengkap semuanya😂,10,@kapanlangsing,dewi trisnawati ori jual dishoppe beli habis ribu lengkap
 @kapanlangsing  tokonya apa ka namany,1,@adiyatmf7403,toko kak namany
"aku bru beli bulan lalu
4 item blush on, foundi, concler, eye brow cuma 92 rebuuuuu wkwkkwk
COD dari cina, tpi nunggunya lama bgt emg 3 mingguan.
tapi hasilnya bgus bgt serius dan longlast",7,@ingrinadiana2419,bru beli item blush on foundi concler eye brow rebu wkwkkwk cod cina tpi nunggunya banget emg minggu hasil bgus banget serius longlast
 @ingrinadiana2419  belinya dimana kak?,0,@hellokitty-uw3dz,beli mana kak
Sama kok aku juga beli di shopee harganya super murah banget dan pengiriman langsung dari Cina jadi emang agak lama dan insya Allah original. Nama tokonya misswaiting.id sama tiffany2018.id di Shopee ya,5,@octavianis6259,beli shopee harga super murah banget kirim langsung cina insya allah original nama toko misswaiting id tiffany id shopee ya
Beli nya dmna ya? Selain online ada ga sih?,4,@lisamartyani9368,beli nya dmna ya online sih
"Lisa Martyani ada, dicina",2,@shifaaprilia7179,lisa martyani cina
halo...kamu sudah pakai focallure?? kira2 beneran sebagus yg dibilang tasya ga si? sya masih galau nih,4,@herasilvanapinem4909,halo pakai focallure beneran bagus bilang tasya si sya galau
Hera Silvana iyaa sama asih galau:(,0,@mehjongong2824,hera silvana iyaa asih galau
Ya kak tadinya aku mau beli di IG ars. Apa gitu harganya agak mahal sih kalo kata akuh sih dibanding di shopee,4,@nenktimah5372,ya kak beli ig ars harga mahal sih akuh sih banding shopee
Fiani Putri beli dimana kak?,2,@yesiastika9310,fiani putri beli mana kak
"Aku punya olshop @alluneedstuffs , aku jual focallure lengkap dan harganya sesuai kantong pelajar. Bisa di cek aja ignya kalo emg minat🤗",2,@ladella5920,online shop jual focallure lengkap harga sesuai kantong ajar cek ignya emg minat
Di ars fashion katanya recommended,0,@mehjongong2824,ars fashion rekomendasi
 @marinaramadhany4441  nama tokonya apa kak? Atau ada kontaknya itu????,0,@hellokitty-uw3dz,nama toko kak kontak
Beli lgsg dimana ya ka kalo boleh infonya? Buat tau warna aslinya spt apa hehe @fianiputri,0,@banananina6096,beli lgsg mana ya kak info warna asli spt hehe
Cari focallure? Check IG aku sis. Ready Surabaya loh @mar.collectionsub,0,@marcellayuandi8152,cari focallure check ig sis ready surabaya loh collectionsub
Beli di fabulash.byfaby aja gaes. Ori murah tp ori,0,@fabykitty5158,beli fabulash byfaby gaes ori murah ori
"saat kita beli make up pastikan kita beli make up sama jenis kulit kita,dan yg terpenting pembersihan muka setelah make up hrs bener..ga cm cuci muka aja..jd jgn slahin make up nya aj tp dr sisi kebersihan kita saat sebelum make up dan sesudah make up..

ini TS nya ga nongol lg,apa cm mw cri perhatian biar dpt komen banyak 😜",0,@mrs.Hey87,beli make up pasti beli make up jenis kulit penting bersih muka make up hrs bener cm cuci muka jgn slahin make up nya aj sisi bersih make up make up ts nya nongol lg cm mw cri perhati biar dpt komen
Belinya dimana?,0,@nabiladanzidna8818,beli mana
Di shopeestore juga ada,0,@belekok,shopeestore
sorry focallur,0,@BundaAl_ya,sorry focallur
I love your eye makeup!,0,@adindaazmi9118,i love your eye makeup
Cahayanya terlalu terang,0,@nurJanah-lo5zf,cahaya terang
"Tasya, bikin review ketahanan foundationnya donk... tahan berapa jam? oxidasing ga? di kulit kering gimana?",3,@marianatalie9128,tasya bikin review tahan foundationnya donk tahan jam oxidasing kulit kering gimana
"sumpaah ini org racun bangeeet,  jd pengeen beli 😂😂",0,@hobbyshopping8334,sumpaah orang racun banget pengeen beli
Gila ni video di tonton berkali kali gk bosenn parahhhh ❤❤❤❤❤❤❤💕💕💕,0,@004sarahshifa3,gila ni video tonton kali kali bosenn parah
kok muka kamu kaya bulek ya..aku ngefan skali ama kamu😙😙😙,0,@ejsofea7771,muka kaya bulek ya ngefan skali ama
ka suka pake soflens apa?,0,@fakhrilstory6114,kak suka pakai soflens
Belinya di mana ya?,0,@listianingsih5745,beli ya
"ka,beli focallure dimana",0,@fitriahkarimf,kak beli focallure mana
kak tutorial make up yg natural dong,0,@meliafebri1277,kak tutorial make up natural
"Tasya,, kalo utk foundation yg full coverage,  tahan lama,  ringan jg dimuka tapi harga terjangkau apa ya?",0,@dentidap,tasya foundation full coverage tahan ringan muka harga jangkau ya
beli dimana?,0,@thylaangelz6592,beli mana
Racunnn 🙈🙈🙈,0,@ws0987,racun
"kak, boleh dong tes ketahanan focallure? biar lebih meyakinkan dan wow...hehe",7,@zasha9571,kak tes tahan focallure biar wow hehe
Tasya... Kl produk yg waterproof apa ya....,0,@martaputri252,tasya kl produk waterproof ya
"Kayaknya Tasya mesti bikin bisnis make up brand dia deh. Pasti cakep, laku, halal. Hahaha",0,@alfitrirosita,kayak tasya mesti bikin bisnis make up brand deh cakep laku halal tertawa
aku liat di shopee itu foundationnya lebih murah,0,@mutiamulyani1950,lihat shopee foundationnya murah
Kalo ka Tasya gausah di shading idung juga udah mancung..lah gua?di shading setebel apapun ni idung tetep pesek-_-,0,@fankaleesuji1857,kak tasya gausah shading idung mancung gua shading setebel apa ni idung tetep pesek
"banyak brand makeup tapi gak tahu mana sj brand lokal bs gak dikasih tahu brand2 lokal selain wardah sari ayu PAC viva purbasari, klo focallure itu brand lokal atau luar please infonya makasih..............",0,@lusysinagamanjorang1321,brand makeup sj brand lokal bs kasih brand lokal wardah sari ayu pac viva purbasari focallure brand lokal please info terima kasih
sumpah si kaka mah..bikin ngiler rau,0,@tiffanyhwang9126,sumpah si kaka mah bikin ngiler rau
serem amat inimah kek makeup penganten,0,@sitihannamartdiana3358,rem inimah kek makeup penganten
"Kak kalo makeup lehernya jga dong , belang kak jadi jelek klo di camera",0,@llIOIBellaMeilysa,kak makeup leher jga belang kak jelek camera
Racunnn bgt sih kaaaaaaak tasyaaaaaa 😫😫😫😫😫,0,@yunitasophiarahman4697,racun banget sih kak tasya
Kak 😂😂😂 aku ngakak dari awal sampai habis video,0,@ftrsptn,kak tertawa habis video
"Emg dasat udh cantik, pake make up jd tambah cantik. Pengen bgt bs make up, tp gak bisa2 huufft",0,@rizkiamalia7830,emg dasat cantik pakai make up cantik banget bs make up huufft
"Asli racunnya kena banget.. Gara2 liat video kak tasya jd beli smua produk focallure.. 
😆😆😆",1,@ayyramona5819,asli racun kena banget gara lihat video kak tasya beli smua produk focallure
"Suka banget sama Kaka, sederhana banget gak pake brand yg high class, really love it😍",0,@chiesazahrotunnisa2100,suka banget kaka sederhana banget pakai brand high class really love it
I like u soo much but can't understand u ... Plz can u make videos in English or put sub,0,@mariarahman6041,i like u soo much but can t understand u plz can u make videos in english or put sub
Make up nya selalu keputihan 😂,0,@ditadwi6874,make up nya putih
"Tuhan 
Bagus banget makeupnya.. untuk acara formal.. tanpa harus tebal bedak sama foundinya.. jadi main warna yg keren",0,@Mbaindahk,tuhan bagus banget makeupnya acara formal tebal bedak foundinya main warna keren
seneng bgt liat video Ini... Saya juga udah coba smua produknya Dan real bgt hasilnya.. Saya stock productsnya Dan harganya dari yg disebutkan disini saya jual dgn 25% off for all items... review nya bagus2 banget...,0,@ratnakomalasari3543,neng banget lihat video coba smua produk real banget hasil stock productsnya harga jual off for all items review nya bagus banget
dimana belinya merk itu dear,0,@susanamarkina9403,mana beli merk dear
eyeshadownya seriusan bagus??? mau coba ahhhhhh,0,@m025_indra9,eyeshadownya serius bagus coba ah
"kak kenapa ya harga focallure yg dijual2 di sh**p*e itu jauh lebih murah? bahkan 30ribu aja udah bisa dapetin liquid foundation focallure. aku tergiur karna liat harganya yg murce banget, tapi klo harganya semurah itu juga aku jadi agak takut mau belinya. takut palsu atau semacamnya 😔",0,@PutriDwiAnida,kak ya harga focallure jual sh p e murah ribu dapetin liquid foundation focallure giur lihat harga murce banget harga murah takut beli takut palsu macam
Racunnn!! 😝,0,@aiditiya,racun
udh nonton vidio ini berkali kali tp gak bosen liat kak tasya greget bgt klo review😍😚,0,@nezhahikaru125,nonton vidio kali kali bosen lihat kak tasya greget banget review
apa cuma aku yang ngulang2 video ini 😂,1,@normadwiseptiani2304,ngulang video
ka itu pake bulu mata atau real cuman pake maskara aja?,0,@whidanurindah9547,kak pakai bulu mata real cuman pakai maskara
(((INI URGENT))) iya urgent bgt! aku keracunannnnnn!,0,@inezanandita,urgent iya urgent banget racun
"""jangan2 kayanya mereka semua satu pabrik.."" ngarang bebas'. fix ngakak!😂",0,@feratulzahra5139,kaya pabrik ngarang bebas tertawa
"Pas makeupnya udah selesai , sekilas mirip dua lipa ❤️",5,@salmanurulhida2150,pas makeupnya selesai kilas lipa
UNTUK YANG MAU BELI PRODUK FOCALLURE DENGAN HARGA LEBIH MURAH BISA CEK DI INSTAGRAM @WELLPANDAA,0,@frensiskahariarti4462,beli produk focallure harga murah cek instagram
"foundation nya menurut w gg mix and match sama skin tone lu, jd keputihan. tp wrna eye shadow lu cakep",5,@sujaniwidhiarta5065,foundation nya w gg mix and match skin tone lu putih wrna eye shadow lu cakep
beli nya di mana??,0,@vindylyn237,beli nya
kak racun banget parah :( cocok jadi sales focallure wkwkw 😂😍,1,@santioktaviani270,kak racun banget parah cocok sales focallure wkwkw
paraaahh sya ngeracun ini mah 😂 demi apapun gue langsung borong loh gara gara virus di video ini,0,@windanoor5161,parahh sya ngeracun mah apa langsung borong loh gara gara virus video
Damn that's an ugly language. What is that?,0,@bobbin321,damn that s an ugly language what is that
yang mw nitip beli focallure lgsg dr china bs nitip aku 😁,1,@lgstylus7668,mw nitip beli focallure lgsg china bs nitip
"kenapa setiap kaka ngomong menurut gue ada yg lucu ""oke ini tulisannya cina semua gue ga bisa baca""",0,@chaymeyin7298,kaka ngomong lucu oke tulis cina baca
aq suka make up nya tasya justru karna dia menor aq bosen yg natural2 hahaha,0,@shakurakireii3830,suka make up nya tasya menor bosen natural tertawa
review staying powernya dongg,0,@primafw,review staying powernya dongg
duuhh gabisa gitu ya gasuka sama mbak ini 😍😍😅,0,@lelygrande761,duuhh gabisa ya gasuka mbak
racuun bangeet kak. pengen belii focallure jadinya. padahal makeup dirumah masih pada belum abis huhu 😣😣,0,@barraplayland,racuun bangeet kak beli focallure makeup rumah abis huhu
ka tasya umur nya brp th,1,@nyimasayu1244,kak tasya umur nya brp th
bikin video ketahanan hasil make up focallure donk kak,15,@putriesekar3168,bikin video tahan hasil make up focallure donk kak
kak buat make up tutorial pakai produk just miss dong :),1,@windaanastasiaclaudya9894,kak make up tutorial pakai produk just miss
gak kuat!! akhirnya gua jajan focallure jg akhirnyaaaa 😥😂😁,0,@riscaadriana8985,kuat gua jajan focallure
tiap liat video kak tasya berasa ngobrol haha sukak!,0,@putrikhanis7149,lihat video kak tasya asa ngobrol tertawa sukak
"jdi agak belang sama leher kak,😁😁 but still,
love you haha😍😍",14,@ismigomez6131,jdi belang leher kak but still love you tertawa
ngakak ngarang bebas,0,@kaylaazahra2971,tertawa ngarang bebas
Nyimas Ayu lahir 92,0,@gengbulu,nyimas ayu lahir
Putrie Sekar up,0,@lilalailatus,putrie sekar up
ohh.nooo.... lipstiknyaa.. 😍😍😍😍,0,@maymaychandra3229,ohh no lipstiknyaa
batinku menjerit jerit ka liat produk2nya pas dipake bagus banget. sip lah cuss beli,0,@seulouvre,batin jerit jerit kak lihat produk nya pas dipake bagus banget sip cuss beli
focallure itu produk china,0,@kristianti7459,focallure produk china
"boleh tanya ga? Bagi siapapun yang tau ㅠㅠ klo pake contour yang stick kek video diatas itu, Nge bland nya kan pake beauty blender...itu beauty blender nya dibasahin ato enggak? maklum aku pemula soalnya 😅",1,@valeriefied,pakai contour stick kek video atas nge bland nya pakai beauty blender beauty blender nya dibasahin ato maklum mula
kok berasa jadi jayak si kajol yah??,0,@martinamanurung999,asa jayak si kajol yah
kok berasa jadi jayak si kajol yah??,0,@martinamanurung999,asa jayak si kajol yah
aku liat video ini langsung beli semua yang dipakai si tasya,0,@kaylaazahra2971,lihat video langsung beli pakai si tasya
Utk kulit berminyak cocok ga sihh yaaa?aku cari foundation manapun gaada yg cocookk😭,1,@nurnabilahzahroh4354,kulit minyak cocok sihh ya cari foundation mana gaada cocookk
Keputihan kak :(,0,@strangercloset,putih kak
make up china ka,0,@norfaizatullinabalangan8668,make up china kak
ka mau nanya dong.  kalo kulit sawo mateng bagusnya foundationya yg cerah natural apa aga gelap ?,0,@yaradezainachanel6963,kak nanya kulit sawo mateng bagus foundationya cerah natural aga gelap
mengandung mercury ga tuh?,0,@fabyanpangalila9020,kandung mercury tuh
ga bosen2nya nonton video2 ka tasya:)),0,@buahnanas8500,bosen nya nonton video kak tasya
"aku belanja di aliexpress lbh murah 30% dari pada di indo , 24 produk cuma habis 650rbu lumayan banget ngirit. cuma harus nunggu 30hari buat ongkir,",18,@arioazka8867,belanja aliexpress lbh murah indo produk habis rbu lumayan banget ngirit nunggu ongkir
kak. eyeshadownya itu jatuh2 gak?,0,@carolinesusanto1322,kak eyeshadownya jatuh
kak bagusan produk focallure ini apa L.A girl ?,0,@rifinayu242,kak bagus produk focallure l a girl
Aku lihat di shopee under 30k semua,0,@raisasilmi2783,lihat shopee under k
bagus.,0,@sweetestbee,bagus
kak cobain product kat von d dong,0,@orionbelt7293,kak cobain product kat von d
Valerie Tjio dibasahin dulu tp diperes sampe bener2 ga ada air,0,@SofiatiMukrimah,valerie tjio dibasahin peres bener air
"Nurnabilah Zahroh aku cocok mba, muka ku berminyak. pke foundy focallur matte 2-5 jam .",0,@ismayuliani1686,nurnabilah zahroh cocok mba muka ku minyak pakai foundy focallur matte jam
minyaknya parah ga kak mukanya kk?? jerawatan juga?? foundationnya tahan beneran?? makasih kak infonya,0,@cashbax9842,minyak parah kak muka kak jerawat foundationnya tahan beneran terima kasih kak info
"Nurnabilah Zahroh cobain makeover matt, trs pake bedak tabur dlu sblm foundation, trs pake bedak lg tp tunggu bbrp menit biar foundationnya keserap muka dlu",0,@tivannii,nurnabilah zahroh cobain makeover matt pakai bedak tabur dlu sblm foundation pakai bedak lg tunggu menit biar foundationnya serap muka dlu
Pake Revlon colour stay coba,0,@deborahbee7488,pakai revlon colour stay coba
Yg make over bagus kak.. hasilnya matte. Sy jg berminyakkk.. yg penting bedaknya di baking,0,@maiyasw7543,make over bagus kak hasil matte minyak bedak baking
kak kasi liat donk koleksi makeup nya.. taruh mana itu semua dan sebanyak apah? atau punya tempat sendiri buat nyimpen?,0,@justa6214,kak kasi lihat donk koleksi makeup nya taruh apah nyimpen
#bantujawab kyk ny focallure produk china,0,@endahpuspitosari827,kyk ny focallure produk china
Ka tasya ini waterproof gak?,0,@lidia-yc5vd,kak tasya waterproof
foundationnya oksidasi engga??,0,@mamanyakamila,foundationnya oksidasi engga
Dan teman teman buat yang mau ikutan PO silahkan Ke https://shopee.co.id/raqiqahhumaimah ori import china all under 100k,0,@ledoucefille,teman teman ikut po silah ori import china all under k
Kak tasya.. mohon izin saya screen shoot video kakak buat promosi saya jualan focallure biar semua org tahu bagaimana kehebatan productnya hehe,0,@ledoucefille,kak tasya mohon izin screen shoot video kakak promosi jual focallure biar orang hebat productnya hehe
"racuuun pas nonton lgsng sambil pesen, bikin ga sabar sampe",0,@finkanuranggraini1978,racun pas nonton lgsng sen bikin sabar
"bagus bangat review nya.. suka amat..  
frommalaysia",0,@nurujoong6188,bagus bangat review nya suka frommalaysia
ka tasya belajar dari mana cara make up nya astaga~ aku pake bedak aja masih jadi badut T^T,0,@irmawatiajiutami5099,kak tasya ajar make up nya astaga pakai bedak badut t t
gARA GARA KA TASYA SEKARANG GUE JADI KERACUNAN FOCALLURE UGGHHH PENGEN BORONG RASANYA,0,@azrapietersz2852,gara gara kak tasya racun focallure uggh borong
"drinking game: take a shot every time she says ""gitu""",39,@adindap6318,drinking game take a shot every time she says
Bikin tutorial dong cara buat mengatasi foundation yang terlalu terang (salah beli) & tutorial makeup yg cakey,2,@gitaaarb,bikin tutorial atas foundation terang salah beli tutorial makeup cakey
kakkk plis bikin skincare routine dong! hehe,0,@gemamutiara6624,kak plis bikin skincare routine hehe
ahhh murah banget kak😍😍😍 ngilerr,0,@tiomarebeckhadt,ah murah banget kak ngilerr
"Wkwk slalu ngakak kl liat ini,dah puluhan kali di play padahal..",0,@tammaramonique1717,tertawa slalu tertawa kl lihat dah puluh kali play
belinya dimana ya?  aku cek online beda2 dan kirimnya dari luar negeri,0,@annamarko1809,beli mana ya cek online beda kirim negeri
bulu matanyaaaaa😢😍😱 beli dimana kak bulu matanyaa?,0,@puspitaputribakri4409,bulu mata beli mana kak bulu matanyaa
"langsung,,,embat ajha,,,focallur nya..biar samaan kaya kak tasya....ngeborong pokok nya,,,",0,@stmjwaroengadiella1871,langsung embat ajha focallur nya biar sama kaya kak tasya ngeborong pokok nya
racun banget gilaa ngilerrrrrr. btw lo mirip banget sama Ana Kendrick,0,@rena4120,racun banget gilaa ngiler ngomong-ngomong lo banget ana kendrick
beli produknya dimana sis ?,0,@chaca03041991,beli produk mana sis
ini poduknya halal ??,3,@syabikaimani.h9911,poduknya halal
Product China ka,0,@nadyamaretskaclarasantikaw758,product china kak
@tasya farasya keturunan apa ?,0,@fitriadona8072,farasya turun
"ini sih bukan menor, tp elegan...",0,@umratunanggreani8280,sih menor elegan
BAGUS BANGET GILAAAA MURAH PULA,0,@bellacallista4192,bagus banget gila murah
"Hayooo... berapa kali kak Tasya bilang ""bagus banget"" ???😂😂😂😂",0,@btsjikook712,hayo kali kak tasya bilang bagus banget
Kayanya pke bulu mata ya . Gaaa cuma mke maskara . Soal ga d jelaskan hehehe,0,@KiluaLenteraJingga,kaya pakai bulu mata ya mke maskara d tertawa
Sumpah elo cakep bgt tasya like bgt,0,@kikigaming4419,sumpah elo cakep banget tasya like banget
aku jg dh pny bedak tabu sm fondation ny kak sade 3 powdernya focallure FACE,0,@nonamebmitaiwan527,dh pny bedak tabu fondation ny kak sade powdernya focallure face
Foundinya kalo beli dicina langsung 25rb lho ka. masuk indo kok mahal banget ya. karna bea cukai kayanya wkwkwkwk,0,@fannyarizka7413,foundinya beli cina langsung rb lho kak masuk indo mahal banget ya bea cukai kaya wkwkwkwk
kaka santik bgt aku like hidung ny m mata,0,@nonamebmitaiwan527,kaka santik banget like hidung ny m mata
"sya itu foundationnya aslinya keputihan gaksih? pgn beli foundie nya focallure tp masih bingung shade nya, please jawab ya galaw banget 😟",1,@meidyandini6492,sya foundationnya asli putih gaksih beli foundie nya focallure bingung shade nya please ya galaw banget
"lucu bgt pas blng ""pengen jdi owner pabrik nya Focalure"" 😄😅😆👍 lucu.. humble ..😘",0,@andhiniputriwijayanti2596,lucu banget pas blng jdi owner pabrik nya focalure lucu humble
Kak!!!!! Bikin vlog kekkkkkk 😭😭😭😭,0,@celiaannetta,kak bikin vlog kek
@ars_fashion : so so so so so so so so so so so so sooooo slow respon. nyebelin 😂,0,@rayshadiaz5903,so so so so so so so so so so so so so slow respon nyebelin
"Setiap nonton video tasya yang ada ngakak mulu 
Ini mua apa pelawak ya",0,@SherlieWijayanti,nonton video tasya tertawa mulu mua lawak ya
"kak foundationnya bisa buat kulit berminyak gak kak, ?
trus oxi gak, ?",1,@listiaariaokfanti1846,kak foundationnya kulit minyak kak oxi
foundation focallure oksidasi gak ya?,2,@berlianaesti3282,foundation focallure oksidasi ya
cocok makeup wedding nih manglingin bangey,0,@clarissaaudiaputri6354,cocok makeup wedding manglingin bangey
Arab kak,0,@viajuliartika366,arab kak
"halo, aku monica. kuliah di unmer malang, jurusan ilmu komunikasi. boleh minta waktunya sebentar untuk mengisi kuisioner untuk keperluan skripsi mengenai vlog tasya farasya focallure one brand tutorial :) https://docs.google.com/forms/d/1G-wFG_dkjX3B17pvIzBkEHXRYhuK97gZnaBultnqFy4/edit . terima kasih atas bantuannya^^",0,@monicajasmine4440,halo monica kuliah unmer malang jurus ilmu komunikasi sebentar isi kuisioner perlu skripsi vlog tasya farasya focallure one brand tutorial terima kasih bantu
bikin review produk oriflame dong kak?? bagus apa nggak,16,@geaananda6860,bikin review produk oriflame kak bagus
gw sekarang mau bedakan kaya kamu.,0,@jajangnurjaman1690,beda kaya
video ter the best ka tasyaaaaa ❤❤❤,0,@santifebriantidaslim1822,video ter the best kak tasya
Ini manusia apa boneka sich unyu2 bngt cantik banget Bikin ngiriiii,0,@ickevenny5782,manusia boneka sich unyu banget cantik banget bikin ngiri
ok fixxxx...jatuh cnta ama ratu menor..suka..suka..suka..krn mnrt aq klo full face make up tu ya kyk gni..menor dkt klo hsil ny cntik gni mah d maafkan..hahaha,0,@dessycahyaningtyas5276,ok jatuh cnta ama ratu menor suka suka suka mnrt full face make up tu ya kyk gni menor dkt hsil ny cntik gni mah d maaf tertawa
kaka agamanya apa? BTW kaka cantik loh 😊,0,@maysyaroh7770,kaka agama ngomong-ngomong kaka cantik loh
tasyaa mau dong dibikinin waterproof make up kayaknya belum ada yg bikin 😊😊,0,@tiaraalexander8934,tasyaa dibikinin waterproof make up kayak bikin
"""beli sekarang juga !!"" 😂😂
racun syekali kata2 ituhhhhh 😁😁😁
cantiikkkkkkk cantiiiikkkkkk..
gorgeous 😍😍😍",1,@blue-v8s2i,beli racun syekali ituh cantiik cantik gorgeous
"racunn bangett ini mahhh , pengen beliiiii",0,@annedewantirizal3655,racunn bangett mah beli
"Ka sumpah racun banget.. Sampe ulang"" mulu video ini buat bener"" mastiin sebelum aku beli 😂😍😍😍",0,@lidia-yc5vd,kak sumpah racun banget ulang mulu video bener mastiin beli
"Hai semuanya, please bantuin jawab ya. Kalau aku mau beli Focallure offline kira kira bisa beli dimana ya?",0,@nurulanishaandriani105,hai please bantuin ya beli focallure offline beli mana ya
"aduuuhh racuuunn, thanks sdh share produk murah yg keren banget 😁😁😁",0,@bhebysilvana8423,aduhh racunn terima kasih sdh share produk murah keren banget
kyknya dari US karna d situsnya patennya teregistradi di US (Nevada),0,@LLShee,kyknya us d situs paten teregistradi us nevada
Ka tp kalo asli dr china nya murah banget ya 😅,0,@lidia-yc5vd,kak asli china nya murah banget ya
Ka sumpah keren bangetttttt...,0,@lidia-yc5vd,kak sumpah keren banget
