comment_raw,comment_preprocessing,label_sentimen,label,indobert_text
"Aku juga pake semua produk focallure, emang Bagus banget.. 
Harga nya murah juga.. 😍",pakai produk focallure bagus banget harga nya murah,positif,2,aku juga pakai semua produk focallure memang bagus banget harga nya murah juga
Please do English subtitles,please do english subtitles,netral,1,please do english subtitles
lightingnya jelek kak putih banget. jadi warna prodak2 nya gak keliatan perbedaannya,lightingnya jelek kak putih banget warna prodak nya liat beda,negatif,0,lightingnya jelek kak putih banget jadi warna prodak nya tidak keliatan perbedaannya
Beli di shopee aja di hotwind.id dikirim lgsg dri cina ... smoga bermanfaat,beli shopee hotwind id kirim lgsg dri cina smoga manfaat,positif,2,beli di shopee saja di hotwind id dikirim lgsg dri cina smoga bermanfaat
Lighting nya keterangan jadi kelihatan flat,lighting nya terang flat,netral,1,lighting nya keterangan jadi kelihatan flat
"Aku suka gaya dia ngomong aja,
Asal yang ceblak gitu. 😂😂",suka gaya ngomong ceblak,positif,2,aku suka gaya dia ngomong saja asal yang ceblak begitu
"Ini tu super duper WOW bgt, aku juga peke, nah klw beli yg langsung dari china itu semua malah jauh lebih murah sampai ada yg Rp.9.999 gtuu harga nya",tu super duper wow banget peke klw beli langsung china murah rp gtuu harga nya,positif,2,ini tu super duper wow banget aku juga peke nah klw beli yang langsung dari china itu semua malah jauh lebih murah sampai ada yang rp gtuu harga nya
Olivia C. how can yall write ripenglish when her english seems just fine,olivia c how can yall write ripenglish when her english seems just fine,netral,1,olivia c how can yall write ripenglish when her english seems just fine
Kim Taehyungiee there is a little error but i dont mind it at all,kim taehyungiee there is a little error but i dont mind it at all,netral,1,kim taehyungiee there is a little error but i dont mind it at all
I am not too good at english so can anyone tell me whats wrong with her english 😊,i am not too good at english so can anyone tell me whats wrong with her english,netral,1,i am not too good at english so can anyone tell me whats wrong with her english
 @vitaminjovitaa  idk maybe she is using too much words that meant the same ?:',idk maybe she is using too much words that meant the same,netral,1,idk maybe she is using too much words that meant the same
 @vitaminjovitaa  she should write like is it just me or she looks like dualipa a lot at,she should write like is it just me or she looks like dualipa a lot at,netral,1,she should write like is it just me or she looks like dualipa a lot at
Kl langsung dari China ancur ga beb? Takut dibanting sama ekspedisinya 😂,kl langsung china ancur beb takut banting ekspedisi,netral,1,kl langsung dari china ancur tidak beb takut dibanting sama ekspedisinya
" @bungaayu2641  ga ancur kok, tergantung olshopnya. Cuma lama aja sampe 2 minggu",ancur gantung olshopnya minggu,netral,1,tidak ancur kok tergantung olshopnya cuma lama saja sampai minggu
piia imyut itu dia bisa murah bngt karna langsung dr cina ya? Soalnya harganya jauh bngt ama olshop yg ready stock 😅,piia imyut murah banget langsung cina ya harga banget ama online shop ready stock,positif,2,piia imyut itu dia bisa murah banget karena langsung dari cina ya soalnya harganya jauh banget ama online shop yang ready stock
"Lipstiknya yh apa ya yg dipake kak tasya, aku cek di shopee kok gk ada",lipstik yh ya dipake kak tasya cek shopee,netral,1,lipstiknya yh apa ya yang dipake kak tasya aku cek di shopee kok tidak ada
Makasihh siss,makasihh siss,netral,1,makasihh siss
Pgn eyeshadow ny,eyeshadow ny,netral,1,ingin eyeshadow ny
9:30 adalah detik detik....,detik detik,netral,1,adalah detik detik
Keren kak,keren kak,positif,2,keren kak
putih bgt boii,putih banget boi,netral,1,putih banget boii
"kak tasya request dong bikin tutorial pakek blush on di bawah mata, soalnya banyak banget pakek kayak gitu 😂",kak tasya request bikin tutorial pakek blush on mata banget pakek kayak,netral,1,kak tasya request dong bikin tutorial pakek blush on di bawah mata soalnya banyak banget pakek kayak begitu
Sya mascaranya waterproof ga??,sya mascaranya waterproof,netral,1,sya mascaranya waterproof tidak
Beli dimana kak ?,beli mana kak,positif,2,beli dimana kak
lebih murah Preorder sendiri.. btw Ku bisa bantu orderin .. yg jelas lebih murah >///< langsung dari china juga..,murah preorder ngomong-ngomong ku bantu orderin murah langsung china,positif,2,lebih murah preorder sendiri ngomong-ngomong ku bisa bantu orderin yang jelas lebih murah langsung dari china juga
Foundationnya gmn kak oke gk buat kulit berminyak?,foundationnya gmn kak oke kulit minyak,netral,1,foundationnya gmn kak oke tidak buat kulit berminyak
RACUNNNNNN😱,racun,positif,2,racunnnnnn
kak kok kakak kayak orang bule hihihihi????????,kak kakak kayak orang bule hihihihi,netral,1,kak kok kakak kayak orang bule hihihihi
racunn racunn keracunan buat belii akoohh,racunn racunn racun beli akoohh,positif,2,racunn racunn keracunan buat belii akoohh
"neng kayaknya pencahayaan nya kurang bagus deh, jd di muka kaya keputihan atau kaya kurang jelas warna dr si masing2 shade nya",neng kayak cahaya nya bagus deh muka kaya putih kaya warna si shade nya,negatif,0,neng kayaknya pencahayaan nya kurang bagus deh jadi di muka kaya keputihan atau kaya kurang jelas warna dari si masing shade nya
"“Aku jg gamau banyak ngomong” tapi ngebacot terus, gemes banget liatnya 😂",gamau ngomong ngebacot gemes banget liat,netral,1,aku juga gamau banyak ngomong tapi ngebacot terus gemes banget liatnya
"Langsung pergi shopee ketik Focallure,,😅",langsung pergi shopee ketik focallure,netral,1,langsung pergi shopee ketik focallure
ok gw otw cri neh focallure,ok jalan cri neh focallure,netral,1,ok saya dalam perjalanan cri neh focallure
"What language is that?
Best greetings from Germany :)!",what language is that best greetings from germany,netral,1,what language is that best greetings from germany
"Ini karena lighting nya yang keterangan, atau emang mukaknya lebih putih (bgt) dari leher nya ya?",lighting nya terang mukaknya putih banget leher nya ya,netral,1,ini karena lighting nya yang keterangan atau memang mukaknya lebih putih banget dari leher nya ya
"parah, ini racun banget. murah dan bagus. kurang apalagi? thanks for sharing!!",parah racun banget murah bagus terima kasih for sharing,positif,2,parah ini racun banget murah dan bagus kurang apalagi terima kasih for sharing
Klener Keks bahasa Indonesia,klener keks bahasa indonesia,netral,1,klener keks bahasa indonesia
Terus karena lo bacot bgt di video ini gue jadi mau punya semuanya dooong 😂,lo bacot banget video,netral,1,terus karena lo bacot banget di video ini saya jadi mau punya semuanya dooong
Setiap ngeliat videonya knp menor bgt yaa. Pdhl udah cantik tp make up nya jd malah kayak topeng. Putih bgt jd belang d leher.,video knp menor banget ya pdhl cantik make up nya kayak topeng putih banget belang d leher,negatif,0,setiap melihat videonya knp menor banget ya pdhl sudah cantik tapi make up nya jadi malah kayak topeng putih banget jadi belang d leher
"kak,kalo yg matte powder bgus g?",kak matte powder bgus g,netral,1,kak kalau yang matte powder bgus g
kak itu backgroundnya namanya apa? dan beli dimana ya? kalo ada yg tau bantu jawab dongg,kak backgroundnya nama beli mana ya bantu dongg,positif,2,kak itu backgroundnya namanya apa dan beli dimana ya kalau ada yang tahu bantu jawab dongg
"tasyaaaaaa,,, lo bener2 racun...
hahahahaha...
skrg gue keranjingan sama focallure...
OMG... thanks for your poisonous review... 😘😘😘",tasya lo bener racun hahahahaha skrg keranjingan focallure ya ampun terima kasih for your poisonous review,positif,2,tasyaaaaaa lo bener racun hahahahaha skrg saya keranjingan sama focallure ya ampun terima kasih for your poisonous review
Beli focallure dmn,beli focallure dmn,positif,2,beli focallure dmn
makeup.in cowo dong ka...kira2 cowo supaya keliatan exotic dan kaya porselin....😍,makeup in cowo kak cowo liat exotic kaya porselin,netral,1,makeup in cowo dong kak kira cowo supaya keliatan exotic dan kaya porselin
"Kamu g bisa baca tulisan Mandarin q mau kok bacain hehehhe..Thank you y gara"" video ini q bisa cari makeup yg murah",g baca tulis mandarin q bacain hehehhe thank you y gara video q cari makeup murah,positif,2,kamu g bisa baca tulisan mandarin q mau kok bacain hehehhe thank you y gara video ini q bisa cari makeup yang murah
Gila bgt si ini focallure😂👌🏻👌🏻langsung bikin pengen beli asli,gila banget si focallure langsung bikin beli asli,positif,2,gila banget si ini focallure langsung bikin ingin beli asli
Menor nya,menor nya,negatif,0,menor nya
"Saya jual product FOCALLURE say
lebih muraahhh
matte lip cuma 35rb
foundation cuma 50rb
loose powder cuma 45rb

minat bisa contact WA saya 08988881744",jual product focallure say muraah matte lip rb foundation rb loose powder rb minat contact wa,netral,1,saya jual product focallure say lebih muraahhh matte lip cuma rb foundation cuma rb loose powder cuma rb minat bisa contact wa saya
kak bagusan foundation make over apa focallure..  please jawab kak..,kak bagus foundation make over focallure please kak,positif,2,kak bagusan foundation make over apa focallure please jawab kak
"kak, cobain focalure eyeshadow pallete yg no 1 bright lux dong",kak cobain focalure eyeshadow pallete no bright lux,netral,1,kak cobain focalure eyeshadow pallete yang no bright lux dong
Focallure tuh cina punya deh kalo gasalah,focallure tuh cina deh gasalah,netral,1,focallure tuh cina punya deh kalau gasalah
Kakkk terlalu putiiihh beda sama leher:(,kak putihh beda leher,netral,1,kak terlalu putiiihh beda sama leher
kalo beli focallure langsung dari olshop yg di cina bisa dapet harga lebih gilak lagi ! 😭 harga eyeshadownya aja 25rb 😭 pokoknya ga ada yg diatas 50rb 😭 lup focallure 😭,beli focallure langsung online shop cina harga gilak harga eyeshadownya rb pokok atas rb lup focallure,positif,2,kalau beli focallure langsung dari online shop yang di cina bisa dapat harga lebih gilak lagi harga eyeshadownya saja rb pokoknya tidak ada yang diatas rb lup focallure
"Kk salam knal,,ak subscribe br,,br nemu vlokny kk.oy kk ni bkan orang indonesia y?",kak salam knal ak subscribe br br nemu vlokny kak oy kak ni bkan orang indonesia y,netral,1,kak salam knal ak subscribe br br nemu vlokny kak oy kak ni bkan orang indonesia y
"Thanks bagi review makeup focallure, memang menarik dan cantik. Harga pun berbaloi. Nak cuba beli juga",terima kasih review makeup focallure tarik cantik harga berbaloi nak cuba beli,positif,2,terima kasih bagi review makeup focallure memang menarik dan cantik harga pun berbaloi nak cuba beli juga
Racun banget siiihh tashaaaa,racun banget sihh tasha,positif,2,racun banget siiihh tashaaaa
Ko sekilas ssudh di make up mirip #nancyajram yaaa hihihi,ko kilas ssudh make up ya hihihi,netral,1,ko sekilas ssudh di make up mirip yaaa hihihi
Ramian Agnes gimana cara mesennya ya?,rami agnes gimana mesennya ya,netral,1,ramian agnes gimana cara mesennya ya
Bener bangett😁,bener bangett,netral,1,bener bangett
Tasyaaa pake bulu mata apa yah ?,tasya pakai bulu mata yah,netral,1,tasyaaa pakai bulu mata apa yah
FIX BELI!!!!,beli,positif,2,pasti beli
kak punya tutorial one brand inez gk?,kak tutorial one brand inez,netral,1,kak punya tutorial one brand inez tidak
Haduuuuch .. Kaka syantik bikin ak mupeng sma produk iniiii😍😍,haduch kaka syantik bikin ak mupeng sma produk,netral,1,haduuuuch kaka syantik bikin ak mupeng sma produk iniiii
Ngakak bgt sih liat dirimu kak tasya! Cablak dan ga dibuat2 tp lucu hahaa love love,tertawa banget sih lihat diri kak tasya cablak lucu hahaa love love,positif,2,tertawa banget sih lihat dirimu kak tasya cablak dan tidak dibuat tapi lucu hahaa love love
he tasya lu so cantik,he tasya lu so cantik,positif,2,he tasya lu so cantik
"Sumpah ini racun banget , eyeshadow love banget",sumpah racun banget eyeshadow love banget,positif,2,sumpah ini racun banget eyeshadow love banget
I am your fan in Malaysia.....you make me buy foccallure....can't wait to test it,i am your fan in malaysia you make me buy foccallure can t wait to test it,netral,1,i am your fan in malaysia you make me buy foccallure can t wait to test it
di mana beli focallur nya yach info donk,beli focallur nya yach info donk,positif,2,di mana beli focallur nya yach info donk
"Jual tas zara, Charles n Keith, Victoria's Secret LEBIH MURAH DAR COUNTERRR! Yuhuuu kepoin instagram @bagwithstyle yaa langsung aja WA ke 081317467191 untuk order :)",jual tas zara charles n keith victoria s secret murah dar counter yuhu poin instagram ya langsung wa order,positif,2,jual tas zara charles n keith victoria s secret lebih murah dar counterrr yuhuuu kepoin instagram ya langsung saja wa ke untuk order
Super suka sama cerewetannya ma tasyaa,super suka cerewet ma tasyaa,positif,2,super suka sama cerewetannya ma tasyaa
ratjun banged sihhh,ratjun banged sih,netral,1,ratjun banged sihhh
KA TANGUNG JAWAB JADI KERACUNAN FOCALLURE DIRUMAH MAKEUP HAMPIR SEMUA FOCALLURE GARAGARA KAKAK:(,kak tangung racun focallure rumah makeup focallure garagara kakak,positif,2,kak tangung jawab jadi keracunan focallure dirumah makeup hampir semua focallure garagara kakak
Kak tapi kalo mau beli semua lansung bisa 1.000.000+++,kak beli lansung,positif,2,kak tapi kalau mau beli semua lansung bisa
ku jd sak napas jg nontonnya,ku sak napas nontonnya,netral,1,ku jadi sak napas juga nontonnya
Kak Tasya kalo mau beli produk focallure ini dimana kak??? racun banget soalnya😂,kak tasya beli produk focallure mana kak racun banget,positif,2,kak tasya kalau mau beli produk focallure ini dimana kak racun banget soalnya
"kk, fulcallurnya beli dimana ya :-D",kak fulcallurnya beli mana ya d,positif,2,kak fulcallurnya beli dimana ya d
Tahan g seharian tas,tahan g hari tas,netral,1,tahan g seharian tas
Sumpah ka mirip banget dua lipa wkwk,sumpah kak banget lipa tertawa,netral,1,sumpah kak mirip banget dua lipa tertawa
wow you looked like a drag queen wtf,wow you looked like a drag queen wtf,netral,1,wow you looked like a drag queen wtf
Rien Sulis i,rien sulis i,netral,1,rien sulis i
Dewi Trisnawati yang ori ada dijual dishoppe juga.. aku baru aja beli.. habis 400ribuan lengkap semuanya😂,dewi trisnawati ori jual dishoppe beli habis ribu lengkap,positif,2,dewi trisnawati yang ori ada dijual dishoppe juga aku baru saja beli habis ribuan lengkap semuanya
 @kapanlangsing  tokonya apa ka namany,toko kak namany,netral,1,tokonya apa kak namany
"aku bru beli bulan lalu
4 item blush on, foundi, concler, eye brow cuma 92 rebuuuuu wkwkkwk
COD dari cina, tpi nunggunya lama bgt emg 3 mingguan.
tapi hasilnya bgus bgt serius dan longlast",bru beli item blush on foundi concler eye brow rebu wkwkkwk cod cina tpi nunggunya banget emg minggu hasil bgus banget serius longlast,positif,2,aku bru beli bulan lalu item blush on foundi concler eye brow cuma rebuuuuu wkwkkwk cod dari cina tpi nunggunya lama banget emg mingguan tapi hasilnya bgus banget serius dan longlast
 @ingrinadiana2419  belinya dimana kak?,beli mana kak,positif,2,belinya dimana kak
Sama kok aku juga beli di shopee harganya super murah banget dan pengiriman langsung dari Cina jadi emang agak lama dan insya Allah original. Nama tokonya misswaiting.id sama tiffany2018.id di Shopee ya,beli shopee harga super murah banget kirim langsung cina insya allah original nama toko misswaiting id tiffany id shopee ya,positif,2,sama kok aku juga beli di shopee harganya super murah banget dan pengiriman langsung dari cina jadi memang agak lama dan insya allah original nama tokonya misswaiting id sama tiffany id di shopee ya
Beli nya dmna ya? Selain online ada ga sih?,beli nya dmna ya online sih,positif,2,beli nya dmna ya selain online ada tidak sih
"Lisa Martyani ada, dicina",lisa martyani cina,netral,1,lisa martyani ada dicina
halo...kamu sudah pakai focallure?? kira2 beneran sebagus yg dibilang tasya ga si? sya masih galau nih,halo pakai focallure beneran bagus bilang tasya si sya galau,positif,2,halo kamu sudah pakai focallure kira beneran sebagus yang dibilang tasya tidak si sya masih galau ini
Hera Silvana iyaa sama asih galau:(,hera silvana iyaa asih galau,netral,1,hera silvana iyaa sama asih galau
Ya kak tadinya aku mau beli di IG ars. Apa gitu harganya agak mahal sih kalo kata akuh sih dibanding di shopee,ya kak beli ig ars harga mahal sih akuh sih banding shopee,negatif,0,ya kak tadinya aku mau beli di ig ars apa begitu harganya agak mahal sih kalau kata akuh sih dibanding di shopee
Fiani Putri beli dimana kak?,fiani putri beli mana kak,positif,2,fiani putri beli dimana kak
"Aku punya olshop @alluneedstuffs , aku jual focallure lengkap dan harganya sesuai kantong pelajar. Bisa di cek aja ignya kalo emg minat🤗",online shop jual focallure lengkap harga sesuai kantong ajar cek ignya emg minat,netral,1,aku punya online shop aku jual focallure lengkap dan harganya sesuai kantong pelajar bisa di cek saja ignya kalau emg minat
Di ars fashion katanya recommended,ars fashion rekomendasi,positif,2,di ars fashion katanya rekomendasi
 @marinaramadhany4441  nama tokonya apa kak? Atau ada kontaknya itu????,nama toko kak kontak,netral,1,nama tokonya apa kak atau ada kontaknya itu
Beli lgsg dimana ya ka kalo boleh infonya? Buat tau warna aslinya spt apa hehe @fianiputri,beli lgsg mana ya kak info warna asli spt hehe,positif,2,beli lgsg dimana ya kak kalau boleh infonya buat tahu warna aslinya spt apa hehe
Cari focallure? Check IG aku sis. Ready Surabaya loh @mar.collectionsub,cari focallure check ig sis ready surabaya loh collectionsub,netral,1,cari focallure check ig aku sis ready surabaya loh collectionsub
Beli di fabulash.byfaby aja gaes. Ori murah tp ori,beli fabulash byfaby gaes ori murah ori,positif,2,beli di fabulash byfaby saja gaes ori murah tapi ori
"saat kita beli make up pastikan kita beli make up sama jenis kulit kita,dan yg terpenting pembersihan muka setelah make up hrs bener..ga cm cuci muka aja..jd jgn slahin make up nya aj tp dr sisi kebersihan kita saat sebelum make up dan sesudah make up..

ini TS nya ga nongol lg,apa cm mw cri perhatian biar dpt komen banyak 😜",beli make up pasti beli make up jenis kulit penting bersih muka make up hrs bener cm cuci muka jgn slahin make up nya aj sisi bersih make up make up ts nya nongol lg cm mw cri perhati biar dpt komen,positif,2,saat kita beli make up pastikan kita beli make up sama jenis kulit kita dan yang terpenting pembersihan muka setelah make up hrs bener tidak cm cuci muka saja jadi jgn slahin make up nya aj tapi dari sisi kebersihan kita saat sebelum make up dan sesudah make up ini ts nya tidak nongol lg apa cm mw cri perhatian biar dpt komen banyak
Belinya dimana?,beli mana,positif,2,belinya dimana
Di shopeestore juga ada,shopeestore,netral,1,di shopeestore juga ada
sorry focallur,sorry focallur,netral,1,sorry focallur
I love your eye makeup!,i love your eye makeup,positif,2,i love your eye makeup
Cahayanya terlalu terang,cahaya terang,netral,1,cahayanya terlalu terang
"Tasya, bikin review ketahanan foundationnya donk... tahan berapa jam? oxidasing ga? di kulit kering gimana?",tasya bikin review tahan foundationnya donk tahan jam oxidasing kulit kering gimana,netral,1,tasya bikin review ketahanan foundationnya donk tahan berapa jam oxidasing tidak di kulit kering gimana
"sumpaah ini org racun bangeeet,  jd pengeen beli 😂😂",sumpaah orang racun banget pengeen beli,positif,2,sumpaah ini orang racun bangeeet jadi pengeen beli
Gila ni video di tonton berkali kali gk bosenn parahhhh ❤❤❤❤❤❤❤💕💕💕,gila ni video tonton kali kali bosenn parah,netral,1,gila ni video di tonton berkali kali tidak bosenn parahhhh
kok muka kamu kaya bulek ya..aku ngefan skali ama kamu😙😙😙,muka kaya bulek ya ngefan skali ama,netral,1,kok muka kamu kaya bulek ya aku ngefan skali ama kamu
ka suka pake soflens apa?,kak suka pakai soflens,positif,2,kak suka pakai soflens apa
Belinya di mana ya?,beli ya,positif,2,belinya di mana ya
"ka,beli focallure dimana",kak beli focallure mana,positif,2,kak beli focallure dimana
kak tutorial make up yg natural dong,kak tutorial make up natural,netral,1,kak tutorial make up yang natural dong
"Tasya,, kalo utk foundation yg full coverage,  tahan lama,  ringan jg dimuka tapi harga terjangkau apa ya?",tasya foundation full coverage tahan ringan muka harga jangkau ya,netral,1,tasya kalau untuk foundation yang full coverage tahan lama ringan juga dimuka tapi harga terjangkau apa ya
beli dimana?,beli mana,positif,2,beli dimana
Racunnn 🙈🙈🙈,racun,positif,2,racunnn
"kak, boleh dong tes ketahanan focallure? biar lebih meyakinkan dan wow...hehe",kak tes tahan focallure biar wow hehe,netral,1,kak boleh dong tes ketahanan focallure biar lebih meyakinkan dan wow hehe
Tasya... Kl produk yg waterproof apa ya....,tasya kl produk waterproof ya,netral,1,tasya kl produk yang waterproof apa ya
"Kayaknya Tasya mesti bikin bisnis make up brand dia deh. Pasti cakep, laku, halal. Hahaha",kayak tasya mesti bikin bisnis make up brand deh cakep laku halal tertawa,netral,1,kayaknya tasya mesti bikin bisnis make up brand dia deh pasti cakep laku halal tertawa
aku liat di shopee itu foundationnya lebih murah,lihat shopee foundationnya murah,positif,2,aku lihat di shopee itu foundationnya lebih murah
Kalo ka Tasya gausah di shading idung juga udah mancung..lah gua?di shading setebel apapun ni idung tetep pesek-_-,kak tasya gausah shading idung mancung gua shading setebel apa ni idung tetep pesek,netral,1,kalau kak tasya gausah di shading idung juga sudah mancung lah gua di shading setebel apapun ni idung tetep pesek
"banyak brand makeup tapi gak tahu mana sj brand lokal bs gak dikasih tahu brand2 lokal selain wardah sari ayu PAC viva purbasari, klo focallure itu brand lokal atau luar please infonya makasih..............",brand makeup sj brand lokal bs kasih brand lokal wardah sari ayu pac viva purbasari focallure brand lokal please info terima kasih,netral,1,banyak brand makeup tapi tidak tahu mana sj brand lokal bs tidak dikasih tahu brand lokal selain wardah sari ayu pac viva purbasari kalau focallure itu brand lokal atau luar please infonya terima kasih
sumpah si kaka mah..bikin ngiler rau,sumpah si kaka mah bikin ngiler rau,netral,1,sumpah si kaka mah bikin ngiler rau
serem amat inimah kek makeup penganten,rem inimah kek makeup penganten,netral,1,serem amat inimah kek makeup penganten
"Kak kalo makeup lehernya jga dong , belang kak jadi jelek klo di camera",kak makeup leher jga belang kak jelek camera,negatif,0,kak kalau makeup lehernya jga dong belang kak jadi jelek kalau di camera
Racunnn bgt sih kaaaaaaak tasyaaaaaa 😫😫😫😫😫,racun banget sih kak tasya,positif,2,racunnn banget sih kaaaaaaak tasyaaaaaa
Kak 😂😂😂 aku ngakak dari awal sampai habis video,kak tertawa habis video,netral,1,kak aku tertawa dari awal sampai habis video
"Emg dasat udh cantik, pake make up jd tambah cantik. Pengen bgt bs make up, tp gak bisa2 huufft",emg dasat cantik pakai make up cantik banget bs make up huufft,positif,2,emg dasat sudah cantik pakai make up jadi tambah cantik ingin banget bs make up tapi tidak bisa huufft
"Asli racunnya kena banget.. Gara2 liat video kak tasya jd beli smua produk focallure.. 
😆😆😆",asli racun kena banget gara lihat video kak tasya beli smua produk focallure,positif,2,asli racunnya kena banget gara lihat video kak tasya jadi beli smua produk focallure
"Suka banget sama Kaka, sederhana banget gak pake brand yg high class, really love it😍",suka banget kaka sederhana banget pakai brand high class really love it,positif,2,suka banget sama kaka sederhana banget tidak pakai brand yang high class really love it
I like u soo much but can't understand u ... Plz can u make videos in English or put sub,i like u soo much but can t understand u plz can u make videos in english or put sub,netral,1,i like u soo much but can t understand u plz can u make videos in english or put sub
Make up nya selalu keputihan 😂,make up nya putih,negatif,0,make up nya selalu keputihan
"Tuhan 
Bagus banget makeupnya.. untuk acara formal.. tanpa harus tebal bedak sama foundinya.. jadi main warna yg keren",tuhan bagus banget makeupnya acara formal tebal bedak foundinya main warna keren,positif,2,tuhan bagus banget makeupnya untuk acara formal tanpa harus tebal bedak sama foundinya jadi main warna yang keren
seneng bgt liat video Ini... Saya juga udah coba smua produknya Dan real bgt hasilnya.. Saya stock productsnya Dan harganya dari yg disebutkan disini saya jual dgn 25% off for all items... review nya bagus2 banget...,neng banget lihat video coba smua produk real banget hasil stock productsnya harga jual off for all items review nya bagus banget,positif,2,seneng banget lihat video ini saya juga sudah coba smua produknya dan real banget hasilnya saya stock productsnya dan harganya dari yang disebutkan disini saya jual dengan off for all items review nya bagus banget
dimana belinya merk itu dear,mana beli merk dear,positif,2,dimana belinya merk itu dear
eyeshadownya seriusan bagus??? mau coba ahhhhhh,eyeshadownya serius bagus coba ah,positif,2,eyeshadownya seriusan bagus mau coba ahhhhhh
"kak kenapa ya harga focallure yg dijual2 di sh**p*e itu jauh lebih murah? bahkan 30ribu aja udah bisa dapetin liquid foundation focallure. aku tergiur karna liat harganya yg murce banget, tapi klo harganya semurah itu juga aku jadi agak takut mau belinya. takut palsu atau semacamnya 😔",kak ya harga focallure jual sh p e murah ribu dapetin liquid foundation focallure giur lihat harga murce banget harga murah takut beli takut palsu macam,positif,2,kak kenapa ya harga focallure yang dijual di sh p e itu jauh lebih murah bahkan ribu saja sudah bisa dapetin liquid foundation focallure aku tergiur karena lihat harganya yang murce banget tapi kalau harganya semurah itu juga aku jadi agak takut mau belinya takut palsu atau semacamnya
Racunnn!! 😝,racun,positif,2,racunnn
udh nonton vidio ini berkali kali tp gak bosen liat kak tasya greget bgt klo review😍😚,nonton vidio kali kali bosen lihat kak tasya greget banget review,netral,1,sudah nonton vidio ini berkali kali tapi tidak bosen lihat kak tasya greget banget kalau review
apa cuma aku yang ngulang2 video ini 😂,ngulang video,netral,1,apa cuma aku yang ngulang video ini
ka itu pake bulu mata atau real cuman pake maskara aja?,kak pakai bulu mata real cuman pakai maskara,netral,1,kak itu pakai bulu mata atau real cuman pakai maskara saja
(((INI URGENT))) iya urgent bgt! aku keracunannnnnn!,urgent iya urgent banget racun,positif,2,ini urgent iya urgent banget aku keracunannnnnn
"""jangan2 kayanya mereka semua satu pabrik.."" ngarang bebas'. fix ngakak!😂",kaya pabrik ngarang bebas tertawa,netral,1,jangan kayanya mereka semua satu pabrik ngarang bebas pasti tertawa
"Pas makeupnya udah selesai , sekilas mirip dua lipa ❤️",pas makeupnya selesai kilas lipa,netral,1,pas makeupnya sudah selesai sekilas mirip dua lipa
UNTUK YANG MAU BELI PRODUK FOCALLURE DENGAN HARGA LEBIH MURAH BISA CEK DI INSTAGRAM @WELLPANDAA,beli produk focallure harga murah cek instagram,positif,2,untuk yang mau beli produk focallure dengan harga lebih murah bisa cek di instagram
"foundation nya menurut w gg mix and match sama skin tone lu, jd keputihan. tp wrna eye shadow lu cakep",foundation nya w gg mix and match skin tone lu putih wrna eye shadow lu cakep,negatif,0,foundation nya menurut w gg mix and match sama skin tone lu jadi keputihan tapi wrna eye shadow lu cakep
beli nya di mana??,beli nya,positif,2,beli nya di mana
kak racun banget parah :( cocok jadi sales focallure wkwkw 😂😍,kak racun banget parah cocok sales focallure wkwkw,positif,2,kak racun banget parah cocok jadi sales focallure wkwkw
paraaahh sya ngeracun ini mah 😂 demi apapun gue langsung borong loh gara gara virus di video ini,parahh sya ngeracun mah apa langsung borong loh gara gara virus video,positif,2,paraaahh sya ngeracun ini mah demi apapun saya langsung borong loh gara gara virus di video ini
Damn that's an ugly language. What is that?,damn that s an ugly language what is that,netral,1,damn that s an ugly language what is that
yang mw nitip beli focallure lgsg dr china bs nitip aku 😁,mw nitip beli focallure lgsg china bs nitip,positif,2,yang mw nitip beli focallure lgsg dari china bs nitip aku
"kenapa setiap kaka ngomong menurut gue ada yg lucu ""oke ini tulisannya cina semua gue ga bisa baca""",kaka ngomong lucu oke tulis cina baca,netral,1,kenapa setiap kaka ngomong menurut saya ada yang lucu oke ini tulisannya cina semua saya tidak bisa baca
aq suka make up nya tasya justru karna dia menor aq bosen yg natural2 hahaha,suka make up nya tasya menor bosen natural tertawa,negatif,0,aku suka make up nya tasya justru karena dia menor aku bosen yang natural tertawa
review staying powernya dongg,review staying powernya dongg,netral,1,review staying powernya dongg
duuhh gabisa gitu ya gasuka sama mbak ini 😍😍😅,duuhh gabisa ya gasuka mbak,positif,2,duuhh gabisa begitu ya gasuka sama mbak ini
racuun bangeet kak. pengen belii focallure jadinya. padahal makeup dirumah masih pada belum abis huhu 😣😣,racuun bangeet kak beli focallure makeup rumah abis huhu,positif,2,racuun bangeet kak ingin belii focallure jadinya padahal makeup dirumah masih pada belum abis huhu
ka tasya umur nya brp th,kak tasya umur nya brp th,netral,1,kak tasya umur nya brp th
bikin video ketahanan hasil make up focallure donk kak,bikin video tahan hasil make up focallure donk kak,netral,1,bikin video ketahanan hasil make up focallure donk kak
kak buat make up tutorial pakai produk just miss dong :),kak make up tutorial pakai produk just miss,netral,1,kak buat make up tutorial pakai produk just miss dong
gak kuat!! akhirnya gua jajan focallure jg akhirnyaaaa 😥😂😁,kuat gua jajan focallure,netral,1,tidak kuat akhirnya gua jajan focallure juga akhirnyaaaa
tiap liat video kak tasya berasa ngobrol haha sukak!,lihat video kak tasya asa ngobrol tertawa sukak,positif,2,tiap lihat video kak tasya berasa ngobrol tertawa sukak
"jdi agak belang sama leher kak,😁😁 but still,
love you haha😍😍",jdi belang leher kak but still love you tertawa,positif,2,jdi agak belang sama leher kak but still love you tertawa
