comment_raw,comment_preprocessing,label_sentimen,label
17 April 2019,april,netral,1
racun racun racun :( pengen bebsss,racun racun racun bebs,positif,2
ngakak banget ka nontonnya sumpaahh 😂 expresi kakak itu loohh 😅😂😂😂,tertawa banget kak nontonnya sumpaahh expresi kakak loohh,netral,1
ka bkin korean makeup donk 😊penasaran bngt wajah ka tasya klo makeup ala korea😉,kak bkin korean makeup donk penasaran banget wajah kak tasya makeup ala korea,netral,1
Gara2 kak tasya aku udah beli produknya 😁,gara kak tasya beli produk,positif,2
"[PO FOCALLURE ORI CHINA]

Hey Girl! (girl) Pasti tau dong Brand Focallure yang lagi hist ini.  Sering banget di review sama beautyvloger itu loh, yang Eyeshadownya pigmented banget itu ! Lagi Ada Open PO nih buat kamu kamu yang ingin banget punya produk dari Focallure ini.  Ets, jangan takut sama harganya girl. Dijamin MURAH BANGET!!  
1. FOCALLURE18 Shades Full Function Pallete (Twilight) : 150K (harga asli 300k) 
2.FOCALLUR Palette Blush on/ Highligther 3 color: 45k (harga asli 70k) 
3. FOCALLUR Makeup Powder : 50k (harga Asli 127k) 
4.FOCALLURE Eyebrow Pencil Waterproof : 35k (harga asli 60k) 
5.FOCALLURE Shimmer Bronzer Highlighters Powder: 50k (harga asli 80k) 
6.FOCALLURE New Pressed Makeup Powder  : 80k ( harga asli 127k) 
7.FOCALLURE Makeup Mate Liquid Lipstik : 65k (100k) 
8. FOCALLURE Face Highlighter Stick : 50k (100k) 
9.FOCALLURE Palet Blush On : 45k (harga asli 85k) 
10. FOCALLURE Triple Lip Crayon : 65k ( harga asli 115k) 
11. FOCALLURE Stick Concealer : 75k ( harga asli 161k)
12. FOCALLURE 9 Colours Shimmer Matte Pigment Gliter : 65k (126k) 
13. FOCALLURE 20 Colours Eyeshadow Palette Glamorous  Smokey : 145k ( harga asli 231k)  
14.FOCALLURE Mascara Volume Express : 55k(harga asli 88k) 
15.FOCALLURE Pigment Waterproof Face Contour Concealer : 30k (harga asli 45k) 
16. FOCALLURE  BB Cream : 65k (harga asli 104k) 
17. FOCALLURE 18 Colours Pallete Eyeshadow : 120k ( harga asli 198k) 

Gimana Girls,  murahkan produk Focallurenya.  Kok murah sih sist?(wah) Aman engga nih? 100% Ori ya Girls, karena aku ambilnya langsung dari Chinanya jadi murah, aku sendiri aja pake loh. Ayo buruan pesen produk Focallurenya! Dijamin Tidak Menyesal! (sedih) 

PERIODE PO :  6 Agustus - 12 Agustus 2018
Barang sampai: kurang lebih 2 minggu setelah tanggal 12 Agustus 2018 ( Maklum langsung dari china ya!) 

(Circus Tent)COD daerah IPB Dramaga dan IPB Baranangsiang
Luar dari itu pengiriman Via JNE yaa! 

Ada Promo Khusus lagi nih:

(wah)Beli 3 Produk apa saja diskon 10k(berlaku kelipatan). 
(wah)Beli produk senilai 300k gratis ongkir 20k .

(ASAP)(ASAP)(ASAP)Ayo tunggu apalagi,  buruan pesen sekarang juga!!(ASAP)(ASAP)(ASAP)

Detail&informasi barang silakan PC ya. 

(line)beatlefreaks
wa: 08164640552",po focallure ori china hey girl girl brand focallure hist banget review beautyvloger loh eyeshadownya pigmented banget open po banget produk focallure ets takut harga girl jamin murah banget focallure shades full function pallete twilight k harga asli k focallur palette blush on highligther color k harga asli k focallur makeup powder k harga asli k focallure eyebrow pencil waterproof k harga asli k focallure shimmer bronzer highlighters powder k harga asli k focallure new pressed makeup powder k harga asli k focallure makeup mate liquid lipstik k k focallure face highlighter stick k k focallure palet blush on k harga asli k focallure triple lip crayon k harga asli k focallure stick concealer k harga asli k focallure colours shimmer matte pigment gliter k k focallure colours eyeshadow palette glamorous smokey k harga asli k focallure mascara volume express k harga asli k focallure pigment waterproof face contour concealer k harga asli k focallure bb cream k harga asli k focallure colours pallete eyeshadow k harga asli k gimana girls murah produk focallurenya murah sih sist aman engga ori ya girls ambil langsung chinanya murah pakai loh ayo buru sen produk focallurenya jamin sesal sedih periode po agustus agustus barang minggu tanggal agustus maklum langsung china ya circus tent cod daerah ipb dramaga ipb baranangsiang kirim via jne ya promo khusus beli produk diskon k laku kelipat beli produk nila k gratis ongkir k asap asap asap ayo tunggu buru sen asap asap asap detail informasi barang sila pc ya line beatlefreaks wa,positif,2
Yang nonton pas Okt 2020 angkat tangan😂,nonton pas okt angkat tangan,netral,1
tasya lightningnya terang sekali,tasya lightningnya terang,netral,1
Fitriani Nur Ibrahim nanya donggg emang kalo yg dikirim langsung dari luar itu jauh lebih murah ya? Dibanding olshop yg ready stock?,fitriani nur ibrahim nanya kirim langsung murah ya banding online shop ready stock,positif,2
"Ini tu super duper WOW bgt, aku juga peke, nah klw beli yg langsung dari china itu semua malah jauh lebih murah sampai ada yg Rp.9.999 gtuu harga nya",tu super duper wow banget peke klw beli langsung china murah rp gtuu harga nya,positif,2
Kak tapi kalo mau beli semua lansung bisa 1.000.000+++,kak beli lansung,positif,2
kirain ngomong bahasa inggris😱 ternyataa kaget😓,kirain ngomong bahasa inggris ternyataa kaget,netral,1
Kak coba chellenge make up menor 😂,kak coba chellenge make up menor,negatif,0
racunnnn,racun,positif,2
Agustus 2019.....?,agustus,netral,1
"Mukanya terlalu putih, jd serem",muka putih rem,netral,1
Ramadani Fitria April 2019 hadirr...,ramadan fitria april hadirr,netral,1
belinya dimana nenggeulis,beli mana nenggeulis,positif,2
audeh ... pokoknya biasakan like dulu sblm nontn 😘,audeh pokok biasa like sblm nontn,netral,1
"omg racun bgt, btw thank you ka...",ya ampun racun banget ngomong-ngomong thank you kak,positif,2
Iyah..kak.foccalure produk china. Tp good quality,iyah kak foccalure produk china good quality,netral,1
bisa banget kak tasya ngeracunnyaaa. bisa gila aku kakkk😭,banget kak tasya ngeracunnya gila kak,positif,2
jngn lupa kak buat video giveaway sepaket focallure hadiahnya hihiii😜😜,jngn lupa kak video giveaway paket focallure hadiah hihi,netral,1
Ska banget kak...,ska banget kak,netral,1
"yona luverina ya tetep aja gw merasa umur segitu walau one brand bisa ga usah tebel2. Kan masih muda 
Opini orang berbeda2 ,boleh donk...",yona luverina ya tetep umur segitu one brand tebel muda opini orang beda donk,positif,2
beli di guardian ada ga ya? bantu jawab dong thanks🙏,beli guardian ya bantu terima kasih,positif,2
2021 anyone,anyone,netral,1
kaaa itu eyeshadownya 88rb udh dpt 2 palette itu? pigment mana sm inez? makasi kakaaa ❤️,kak eyeshadownya rb dpt palette pigment inez makas kaka,netral,1
"waaah racunnn jd pengen borong semuanya 😁😁😁 btw liat di ig ada yg jual kosmetik @makesyouenvy an tasyafarasyafocallurecosmetic, itu os tasya bukan?",racun borong ngomong-ngomong lihat ig jual kosmetik an tasyafarasyafocallurecosmetic os tasya,positif,2
racun banget gilaa ngilerrrrrr. btw lo mirip banget sama Ana Kendrick,racun banget gilaa ngiler ngomong-ngomong lo banget ana kendrick,positif,2
Gua baru lihat d bulan juli 2020 gara gara d beliin doi 1 set make up focallure,gua lihat d juli gara gara d beliin doi set make up focallure,positif,2
Gimana niihhh,gimana niih,netral,1
focallure brand make up kesayangan yg bikin susah move on.luvvvv😍😍😍😍,focallure brand make up sayang bikin susah move on luv,positif,2
Makeup dari China itu  kak,makeup china kak,netral,1
"bagusan mana kak, eyebrow gel atau yg pen nya?
trus eyeshadownya matte semua kak atau ada yg shimer nya",bagus kak eyebrow gel pen nya eyeshadownya matte kak shimer nya,positif,2
Kak tasya walaupun gak pakek make up tetep cantik banget,kak tasya pakek make up tetep cantik banget,positif,2
Aku baru nonton ini 2019 bulan November😂,nonton november,netral,1
mauu ikutan giveaway nyaaa 😍😍😍,mauu ikut giveaway nya,netral,1
Nonton 2022 🤣🙏,nonton,netral,1
Siapa yang nonton 2019 mei pas lagi puasa like (ngak maksa),nonton mei pas puasa like ngak maksa,netral,1
"kak,kalo yg matte powder bgus g?",kak matte powder bgus g,netral,1
2021 nihh🙌,nihh,netral,1
31 desember 2020,desember,netral,1
"Bikin video sm kembaran dong.. Atau sm keponakan, atau sm abang ipar😁",bikin video kembar keponakan abang ipar,netral,1
Highlighter yang no 2 bagus ga sih?,highlighter no bagus sih,positif,2
Ka Tasya.... Minta idungnya dikit aja,kak tasya idungnya dikit,netral,1
Kak aku beli online dari cina lebih murah foundation cuma 34ribu loose powder juga cuma 25ribu,kak beli online cina murah foundation ribu loose powder ribu,positif,2
anjim gue liat di taun 2021 😭,anjim lihat taun,netral,1
"Shopee 12.12 2020, beli pas diskon gede gedean saking ga percaya nya brand murah banget  20-50 ribuan tapi dari luar negeri makannya nyari nyari review dan aku nemu ini ternyata konten 3 tahun lalu.",shopee beli pas diskon gede gede saking percaya nya brand murah banget ribu negeri makan nyari nyari review nemu konten,positif,2
"Cantik bgt kk looknya kaya barbie, lngsung tertarik sama eyeshadow palletenya...",cantik banget kak looknya kaya barbie lngsung tarik eyeshadow palletenya,positif,2
"Sumpah ini racun banget , eyeshadow love banget",sumpah racun banget eyeshadow love banget,positif,2
"Tetiba keingat video ini sebelum tidur, kemudian scroll sampe bawah 🌝 i miss this kind of bacot so much , October 2021",tetiba ingat video tidur scroll i miss this kind of bacot so much october,netral,1
"Hai semuanya, please bantuin jawab ya. Kalau aku mau beli Focallure offline kira kira bisa beli dimana ya?",hai please bantuin ya beli focallure offline beli mana ya,positif,2
cantik banget kak yaampun,cantik banget kak yaampun,positif,2
Eyeshadow palet lebih kok kak dri 100 ribu,eyeshadow palet kak dri ribu,netral,1
"barusan dapet inbox dari OL shop Taiwan produk focalure ini, terus cring cring kaya pernah denger gtu pas buka Youtube oh ternyata, ah langsung mupeng ga pake pikir panjang",barusan inbox ol shop taiwan produk focalure cring cring kaya denger gtu pas buka youtube oh ah langsung mupeng pakai pikir,netral,1
UU,uu,netral,1
@ars_fashion : so so so so so so so so so so so so sooooo slow respon. nyebelin 😂,so so so so so so so so so so so so so slow respon nyebelin,positif,2
Uppp!!! Please collab dahh,up please collab dahh,netral,1
Kak. Foundationnya kalau dipakai foto bakalan whitecast ngga? Jawab please!! 🙏,kak foundationnya pakai foto whitecast please,netral,1
too bad lightingnya terlalu terang tampaknya. semuanya jadi serba putih. jadi gak jelas beda shadenya.,too bad lightingnya terang serba putih beda shadenya,netral,1
Aku wkwk,tertawa,netral,1
ya ampun tasya kamu tuh ya nyebarin racun mulu sih...kesel aku... 😂😂😂 kekepin dompet,ya ampun tasya tuh ya nyebarin racun mulu sih kesel pin dompet,positif,2
Emang parah focalur eyeshadow tropical wuiiiiih.... Pigmetd......,parah focalur eyeshadow tropical wuih pigmetd,netral,1
pertama kali nontonn video kakak. suka bngt💕,kali nontonn video kakak suka banget,positif,2
"kak foundationnya bisa buat kulit berminyak gak kak, ?
trus oxi gak, ?",kak foundationnya kulit minyak kak oxi,netral,1
Aku gamau banyak omong 😄,gamau omong,netral,1
Flashback ketika kak tasya baru mengenal focallure,flashback kak tasya kenal focallure,netral,1
"paling seneng nnton videonya kk tasya,,, semangat banget,,, tak tunggu next videonya,,, cb skali2 tema arabic gt kk... hehe 😙😙",neng nnton video kak tasya semangat banget tunggu next video cb skali tema arabic gt kak hehe,positif,2
2021 beda beut kak tasya,beda beut kak tasya,negatif,0
lightingnya keterangan ga si,lightingnya terang si,netral,1
kak tasya bikin tutorial cut crease eye shadow donk...,kak tasya bikin tutorial cut crease eye shadow donk,netral,1
18 Mei 2019,mei,netral,1
Aq malah 2021 baru liat🤣,lihat,netral,1
Ada yang nonton di september 2021 ?,nonton september,netral,1
brb pijitin bapake dulu biar dikasi duit 😂 racuuuunnnnnnn,brb pijitin bapake biar kasi duit racun,netral,1
bagus.,bagus,positif,2
"kak cpt"" bgt sih ngomong.x??? sya ikt bingung😂😂",kak cpt banget sih ngomong x sya ikt bingung,netral,1
Aaaaaaaww 😍😍😍😍,aww,netral,1
UP,up,netral,1
2021 here?,here,netral,1
Selvy Andi Assegaf pake primer dulu say,selvy andi assegaf pakai primer say,netral,1
sumpaaah thats so cool.. ga nyangka harganya murah bnget tp kualitas ok.. thanks yaa vidnya.. good luck.. :),sumpah thats so cool nyangka harga murah bnget kualitas ok terima kasih ya vidnya good luck,positif,2
Bisa beli via AliExpress sis bisa chat aku via dm IG: evanuzlaf yaa kalo perlu di bantu 🙏🏻,beli via aliexpress sis chat via dm ig evanuzlaf ya bantu,positif,2
Kaa bagi satuuu doong ☺,kak doong,netral,1
 @selalubersama  dih masa? Kwk lo gatau deh kyaya:v dia itu arab ege.. sok tau lo acel.. hahha,dih kwk lo gatau deh kyaya v arab ege sok lo acel hahha,netral,1
focallure itu produck mana ya? kok yang kamu sebutin itu mash terlalu mahal... saya liat di shopee itu murah banget,focallure produck ya sebutin mash mahal lihat shopee murah banget,negatif,0
cantik bgtzzzz😍😍😍,cantik bgtz,positif,2
"""Dia ga kaya batu kerasnya"" 😂 wkwkwkwkwkwkwk ngakak kak",kaya batu keras wkwkwkwkwkwkwk tertawa kak,netral,1
gamau banyak komentar lagi..kalo menurut aku sih baguss haha tasya tsya,gamau komentar sih baguss tertawa tasya tsya,positif,2
"Mei malah, skrg.. Wkwk",mei skrg tertawa,netral,1
"Gue nyari komen total harga, pusing scroll gk nemu2 akhirnya ngitung sndiri,.😂",nyari komen total harga pusing scroll nemu ngitung sndiri,netral,1
wow ceunah 😆,wow ceunah,netral,1
Saya bulan Oktober 😭,oktober,netral,1
"tx banget Tasya , gue ikutan menggebu gebu sampe sesek napas nonton video nya .ampun",tx banget tasya ikut gebu gebu sek napas nonton video nya ampun,netral,1
Beli lgsg dimana ya ka kalo boleh infonya? Buat tau warna aslinya spt apa hehe @fianiputri,beli lgsg mana ya kak info warna asli spt hehe,positif,2
teh tasya saking produknya bagus. ngomongnya nge gas kwk abis ini langsung google ah😘,teh tasya saking produk bagus ngomongnya nge gas kwk abis langsung google ah,positif,2
mei 2019,mei,netral,1
Makeup nya kakak selalu membuatku terpesona kak. Berharap bisa ketemu kakak langsung dan di makeup in,makeup nya kakak buat pesona kak harap ketemu kakak langsung makeup in,netral,1
aku liat video ini langsung beli semua yang dipakai si tasya,lihat video langsung beli pakai si tasya,positif,2
mantapp,mantapp,positif,2
foundationnya oksidasi engga??,foundationnya oksidasi engga,netral,1
"Nurnabilah Zahroh aku cocok mba, muka ku berminyak. pke foundy focallur matte 2-5 jam .",nurnabilah zahroh cocok mba muka ku minyak pakai foundy focallur matte jam,netral,1
Seriusan tasya lu bikin gw pengen beli wkwk🙊🙊🙊,serius tasya lu bikin beli tertawa,positif,2
"kakk rainbow highlighter yang kakak pake aku punya juga lhoo
hihihi",kakk rainbow highlighter kakak pakai lhoo hihihi,netral,1
eyeshadownya seriusan bagus??? mau coba ahhhhhh,eyeshadownya serius bagus coba ah,positif,2
Cek ig olshop aku @felanckll aku jual focallure original lg promo loh,cek ig online shop jual focallure original lg promo loh,netral,1
Always like first ❤,always like first,netral,1
Menor nya,menor nya,negatif,0
"Cantiikk????
Ka cara mekup kulit saomatang  gimana yahhh????",cantiikk kak mekup kulit saomatang gimana yah,netral,1
"KAK TASYAAAA SUMPAH KOCAK BANGET, LAGI MANIK BANGET POST UJIAN HAHAHAHA",kak tasya sumpah kocak banget manik banget post uji hahahaha,netral,1
"Tanya dong, kalo focallure yg po dari china tuh beneran ori apa fake ya? 
Soalnya di shopee murah2 banget, foundation cuma 30 rb an 😱
Jawab dong yg tau",focallure po china tuh beneran ori fake ya shopee murah banget foundation rb an,positif,2
"kak, boleh dong tes ketahanan focallure? biar lebih meyakinkan dan wow...hehe",kak tes tahan focallure biar wow hehe,netral,1
Kita juga jual focallure original dengan harga termurah di ig @nuku.injar,jual focallure original harga murah ig injar,positif,2
warna boongannya gimana si 😂,warna boongannya gimana si,netral,1
kaka santik bgt aku like hidung ny m mata,kaka santik banget like hidung ny m mata,netral,1
ok fixxxx...jatuh cnta ama ratu menor..suka..suka..suka..krn mnrt aq klo full face make up tu ya kyk gni..menor dkt klo hsil ny cntik gni mah d maafkan..hahaha,ok jatuh cnta ama ratu menor suka suka suka mnrt full face make up tu ya kyk gni menor dkt hsil ny cntik gni mah d maaf tertawa,negatif,0
Mee,mee,netral,1
Sya mascaranya waterproof ga??,sya mascaranya waterproof,netral,1
"video ini udah 7 tahun ya, gak berasa",video ya asa,netral,1
kayanya  terlalu silaw 😂🙏,kaya silaw,netral,1
"Jessica Carmeline Doris - up, up, up! i need to know too!!! :D",jessica carmeline dor up up up i need to know too d,netral,1
princes indonesia...in cucok jd princes....im fans of u....jd rjin bljar makeup krna kmu😍,princes indonesia in cucok princes im fans of u rjin bljar makeup krna kmu,netral,1
"Makasih ya...rekomen tuk prodak yg bagus donk,",terima kasih ya rekomen tuk prodak bagus donk,positif,2
Kak tasya.. mohon izin saya screen shoot video kakak buat promosi saya jualan focallure biar semua org tahu bagaimana kehebatan productnya hehe,kak tasya mohon izin screen shoot video kakak promosi jual focallure biar orang hebat productnya hehe,netral,1
Buat tutor make up full make up hera dong kk,tutor make up full make up hera kak,netral,1
Kak!!!!! Bikin vlog kekkkkkk 😭😭😭😭,kak bikin vlog kek,netral,1
Mana yg nonton 2021 🙂,nonton,netral,1
Kupikir aku aja yg ngerasa mukanya kyk mmnya klu mke makeup focallur,pikir muka kyk mmnya klu mke makeup focallur,netral,1
love it kak 😘,love it kak,positif,2
gea ananda iyaa bener kak,gea ananda iyaa bener kak,netral,1
"Temen temen semuanya, ada yang mau bantu aku untuk jadi narasumber aku, buat dapetin data  skripsi.. Mengenai vlog Tasya Farasya dan yang udah sering nonton Tasya  .  Yang baik hati aku minta whatsapp nya
Atau boleh wa aku yaa temen temen 082240529327..
Aku minta tolong bagi viewers dan subscriber Tasya , 6 orang. Pliiisss",temen temen bantu narasumber dapetin data skripsi vlog tasya farasya nonton tasya hati whatsapp nya wa ya temen temen tolong viewers subscriber tasya orang plis,netral,1
Racun banget siiihh tashaaaa,racun banget sihh tasha,positif,2
Bagus nii covernya caaa 😂,bagus nii covernya ca,positif,2
Sangat paham make up wowww i like you,paham make up wow i like you,netral,1
Gue barusan beli kok lbh murah sih harganya 2x lipat lbh murah..gue sempet curiga klo gak ori tpi gue samain ama yg beli d tempat lain yg lbh mahal ya sama aja..mngkin owner gue beli nya d cina langsung kli ya,barusan beli lbh murah sih harga x lipat lbh murah sempet curiga ori tpi samain ama beli d lbh mahal ya mngkin owner beli nya d cina langsung kli ya,negatif,0
Perpaduan antara beauty vlogger dan srimulat 😂😅 kece abizzzz... keren 👍👍👍,padu beauty vlogger srimulat kece abiz keren,positif,2
izin share kakak cantik..,izin share kakak cantik,positif,2
Kak 😂😂😂 aku ngakak dari awal sampai habis video,kak tertawa habis video,netral,1
aaah iya bagus bgt. pigmented ya eyeshadow nya. sukaaa.. mau ah 😂😂😂 tasya racun hahaha,ah iya bagus banget pigmented ya eyeshadow nya suka ah tasya racun tertawa,positif,2
""" sebarkan kabar baik ini "" 

Okeeeehhhhh",sebar kabar okeh,netral,1
"eyeshadow itu bagus? gimana soal Qianyu? :v 
btw, kakak cantik :)",eyeshadow bagus gimana qianyu v ngomong-ngomong kakak cantik,positif,2
Kak pemenang giveaway yg makeup #horangkaya.      Itu pemenangnya siapa,kak menang giveaway makeup menang,netral,1
“sumpah aku biasanya pake barang mahal” hadeuu kak oper aja deh brg kk kl yg mahal bisa ditandingin yg murah😭😂,sumpah pakai barang mahal hadeuu kak oper deh brg kak kl mahal ditandingin murah,negatif,0
RACUUUUUUN PARAHHHH,racun parah,netral,1
BAGUS BANGEETTTTT IIHH💟💟💟💟💟,bagus bangeet iihh,positif,2
Que ?,que,netral,1
Enak banget yah jadi kak tasya pruduk bagus kayak gitu  cuman dikasih..coba aja klo aku beli my baby aja nyicil dulu😥😥😥😥padahal pengen banget belajar dandan😭,enak banget yah kak tasya pruduk bagus kayak cuman kasih coba beli my baby nyicil banget ajar dandan,positif,2
Dimana q bisa beli? 😳,mana q beli,positif,2
Overlight,overlight,netral,1
Tpi pallet buerning lebih dri 100??,tpi pallet buerning dri,netral,1
"Halal ga, yaaa ?? At least ada logo halal MUI (Indonesia) atau halalnya MUI (International), ga ??",halal ya at least logo halal mui indonesia halal mui international,netral,1
"Mau nanya, barusan mau beli produk focallure lagi, kaget skrg banyak olshop yg jual produk focallure yg jauh lebih murah. Ada yg tau kenapa bisa gt? Fake kah? Atau kalo emang dikirim dari cina lebih murah? 😅",nanya barusan beli produk focallure kaget skrg online shop jual produk focallure murah gt fake kah kirim cina murah,positif,2
tasya farasya my first i saw ur video and it's a poison for all woman in the world! thanks a-lot 😩 ......jadi pen beli semuamuamuanya staga!!,tasya farasya my first i saw ur video and it s a poison for all woman in the world terima kasih a lot pen beli semuamuamuanya staga,positif,2
Nura Yuniar iyaa bener murah biasanya aq beli yg d toko shoppe beda orang itu udh murah tp pas liat recommend qm tokox jauh lebihh murah dr sebelumnya,nura yuniar iyaa bener murah beli d toko shoppe beda orang murah pas lihat recommend qm tokox lebihh murah,positif,2
"Asli racunnya kena banget.. Gara2 liat video kak tasya jd beli smua produk focallure.. 
😆😆😆",asli racun kena banget gara lihat video kak tasya beli smua produk focallure,positif,2
AAAA LAMGSUNG NYARI2 FOCALLURE😭😭😭,a lamgsung nyari focallure,netral,1
"Ada yg masih lihat tutorial makeup nya bulan februari 2021, kallo ada kita satu server 🤭😁",lihat tutorial makeup nya februari kallo server,netral,1
thumbnail nya mirip dua lipa masa😅,thumbnail nya lipa,netral,1
"biasanya males nonton video sampe 15menitan, tapi ini gak berasa bgt nonton nya tau-tau udh end aja 😂, seru gak leha"" ngejelasin nya 👍",males nonton video menit asa banget nonton nya end seru leha ngejelasin nya,netral,1
sumpah idungnya bikin gagal fokus kak😂dari awal smpe akhir gafokus ke tutorial makeupnya malah fokus mantengin hidungnya😘😘,sumpah idungnya bikin gagal fokus kak smpe gafokus tutorial makeupnya fokus mantengin hidung,netral,1
Foundation foccalure 95rb!! Mahal bgt! Aku beli di malaysia kynya ga nyampe 30rb dan itu ori,foundation foccalure rb mahal banget beli malaysia kynya nyampe rb ori,negatif,0
kak behel nya bisa di lepas gaaj,kak behel nya lepas gaaj,netral,1
hahahaha gue lebih seneng dgr kalo banyak bacot. HAHAHAHAHA LUCU 😂😂😂😂😂😂😂,hahahaha neng dgr bacot hahahahaha lucu,netral,1
 @ikahendrick6450  cek d ig @monabeauty_care aja kak,cek d ig kak,netral,1
huaaa tau murah2 gitu dr dulu beli merk ini semua. terlanjur beli merk lain yang harganya you know lah.,hua murah beli merk lanjur beli merk harga you know,positif,2
gilaaa banget sih kak tasyaaaaa 😍,gila banget sih kak tasya,netral,1
sumpah langsung panic buying dari tiongkok ikhlas ongkir mahal krn tetep aja lebih murah 😚😘🍺 terimakasih kakaaaak tasya canteeeekkk,sumpah langsung panic buying tiongkok ikhlas ongkir mahal tetep murah terimakasih kakak tasya cantek,negatif,0
barangnya gimana mbak??,barang gimana mbak,netral,1
"Setiap hari make up gini aja,bagi ku kek bukan kak Tasya serius,suka banget aku sm make up nya",make up ku kek kak tasya serius suka banget make up nya,positif,2
eye shadowny racun bgt 😭😭,eye shadowny racun banget,positif,2
Baru liat 2020,lihat,netral,1
huaaaa ini apalagi sihhh AAAA pengen beli semuanya😫,hua sih a beli,positif,2
Nonton tasya dari gadis sampe punya Lily..,nonton tasya gadis lily,netral,1
Kk Coba dong bikin Tutorial make up Pasar gitu...Umpama bedak jadul gitu ..yg super murah tpi Foundaciony..Dri bedak Kelli😊😊bisa nggk,kak coba bikin tutorial make up pasar umpama bedak jadul super murah tpi foundaciony dri bedak kelli nggk,positif,2
Hahahaha gimana nihh😂😂😂😂,hahahaha gimana nihh,netral,1
wah gilaseeeeh dari dulu2 udah sering liat focallure di shopee cuma takut bgt belinya gara2 shock aja ada makeup semurah2 ituuu wwkw sekarang ngeliat hasilnya bagus gile cuyyy jadi pengen beliiii wkwkwk,gilaseh lihat focallure shopee takut banget beli gara shock makeup murah wwkw hasil bagus gile cuy beli tertawa,positif,2
Tasia bagi Mat of mu,tasia mat of mu,netral,1
Aku beli concelear yg big cover cuman 30.000 anjir yg stick cuman 27.000,beli concelear big cover cuman anjir stick cuman,positif,2
"Lah aku malah baru tahu 2020 . Soalnya lagi nyari"" make up juga hihi",nyari make up hihi,netral,1
Tias Wulandari iya jadi silau liat mukanya ka tasya😂,tias wulandari iya silau lihat muka kak tasya,netral,1
" @selvyandiassegaf8112  halo, aku monica. kuliah di unmer malang, jurusan ilmu komunikasi. boleh minta waktunya sebentar untuk mengisi kuisioner untuk keperluan skripsi mengenai vlog tasya farasya focallure one brand tutorial :) https://docs.google.com/forms/d/1G-wFG_dkjX3B17pvIzBkEHXRYhuK97gZnaBultnqFy4/edit . terima kasih atas bantuannya^^",halo monica kuliah unmer malang jurus ilmu komunikasi sebentar isi kuisioner perlu skripsi vlog tasya farasya focallure one brand tutorial terima kasih bantu,netral,1
Bedak tabur nya apa yaah..di cari gak ada,bedak tabur nya yaah cari,netral,1
HEY! I'm interested in this brand! And gurl you slay!😍 I would like to ask does the foundation and concealer lasts? is it good for oily skin? would u recommend it? or not? Thanks! sorry I can't speak your language but I love u guys! 💕💕,hey i m interested in this brand and gurl you slay i would like to ask does the foundation and concealer lasts is it good for oily skin would u recommend it or not terima kasih sorry i can t speak your language but i love u guys,positif,2
You can buy them over here - shopfocallure.com,you can buy them over here shopfocallure com,netral,1
Oktober 2020 :),oktober,netral,1
Collabs sama Suhay Salim 👊,collabs suhay salim,netral,1
kak kayaknya foundie ny trlalu putih ya? atau mgkn efek lighting ny?,kak kayak foundie ny trlalu putih ya mgkn efek lighting ny,netral,1
2021 woyyy,woy,netral,1
"Gak bakal nyambung. Dr teknis make up aja dah beda banget. Suhay lebih ke otodidak make up, tasya lbh ke bold make up.",nyambung teknis make up dah beda banget suhay otodidak make up tasya lbh bold make up,negatif,0
Setiap ngeliat videonya knp menor bgt yaa. Pdhl udah cantik tp make up nya jd malah kayak topeng. Putih bgt jd belang d leher.,video knp menor banget ya pdhl cantik make up nya kayak topeng putih banget belang d leher,negatif,0
Maskara .......nya...keren buanget cetar...yg setuju jangan like......coman ku,maskara nya keren buanget cetar tuju like coman ku,positif,2
"Mellisa Agustina aku pesen di shopee. cari aja focallure...  memang mahal ongkirnya krna dikirim luar negri. jd biar gk rugi bli bnyk kayak blush on,  highlighter,  concealer ya pokoknya bli 5 seenggaknya biar kgk rugi hehe",mellisa agustina sen shopee cari focallure mahal ongkirnya krna kirim negri biar rugi bli kayak blush on highlighter concealer ya pokok bli enggak biar kgk rugi hehe,negatif,0
Barbiee😍,barbiee,netral,1
"""Kalian harus beli focallure eyeshadownya terutama, sekarang!"" Plis bgt gue lgsg pause close trus beli:( #konsumtif #racun",beli focallure eyeshadownya plis banget lgsg pause close beli,positif,2
batinku menjerit jerit ka liat produk2nya pas dipake bagus banget. sip lah cuss beli,batin jerit jerit kak lihat produk nya pas dipake bagus banget sip cuss beli,positif,2
anadhita first dyah sari collab sama suhay pleaseee!!!,anadhita first dyah sari collab suhay please,netral,1
2021 nih hahaha,tertawa,netral,1
Renee Melly aku beli di olshop ig @belangibeauty.store olshop langganan aku,renee melly beli online shop ig store online shop langgan,positif,2
Ngakak bangett ini tasya bacoott bermanfaat gitu wkwkw racunnn😂😂😂 setiap kali ngomong bacot lucu aja gitu sambil mukanya excited 😜,tertawa bangett tasya bacoott manfaat wkwkw racun kali ngomong bacot lucu muka excited,positif,2
Bener suhe dan tasya. Fav 😍,bener suhe tasya fav,netral,1
"astaga, abis nonton ini.. kamu hipnotis aku, aku kepincut eyes shadows nya juga... malang sby dimana ada storenya...kok sedih ya...",astaga abis nonton hipnotis kepincut eyes shadows nya malang sby mana storenya sedih ya,netral,1
2020 anyone?  😂😂😂,anyone,netral,1
"Ko di kolom komentar,gaada cowo yang ikutan komen ya :)",ko kolom komentar gaada cowo ikut komen ya,netral,1
