comment,likes,author
Beli di fabulash.byfaby aja gaes. Ori murah tp ori,0,@fabykitty5158
"saat kita beli make up pastikan kita beli make up sama jenis kulit kita,dan yg terpenting pembersihan muka setelah make up hrs bener..ga cm cuci muka aja..jd jgn slahin make up nya aj tp dr sisi kebersihan kita saat sebelum make up dan sesudah make up..

ini TS nya ga nongol lg,apa cm mw cri perhatian biar dpt komen banyak 😜",0,@mrs.Hey87
Belinya dimana?,0,@nabiladanzidna8818
Di shopeestore juga ada,0,@belekok
sorry focallur,0,@BundaAl_ya
I love your eye makeup!,0,@adindaazmi9118
Cahayanya terlalu terang,0,@nurJanah-lo5zf
"Tasya, bikin review ketahanan foundationnya donk... tahan berapa jam? oxidasing ga? di kulit kering gimana?",3,@marianatalie9128
"sumpaah ini org racun bangeeet,  jd pengeen beli 😂😂",0,@hobbyshopping8334
Gila ni video di tonton berkali kali gk bosenn parahhhh ❤❤❤❤❤❤❤💕💕💕,0,@004sarahshifa3
kok muka kamu kaya bulek ya..aku ngefan skali ama kamu😙😙😙,0,@ejsofea7771
ka suka pake soflens apa?,0,@fakhrilstory6114
Belinya di mana ya?,0,@listianingsih5745
"ka,beli focallure dimana",0,@fitriahkarimf
kak tutorial make up yg natural dong,0,@meliafebri1277
"Tasya,, kalo utk foundation yg full coverage,  tahan lama,  ringan jg dimuka tapi harga terjangkau apa ya?",0,@dentidap
beli dimana?,0,@thylaangelz6592
Racunnn 🙈🙈🙈,0,@ws0987
"kak, boleh dong tes ketahanan focallure? biar lebih meyakinkan dan wow...hehe",7,@zasha9571
Tasya... Kl produk yg waterproof apa ya....,0,@martaputri252
"Kayaknya Tasya mesti bikin bisnis make up brand dia deh. Pasti cakep, laku, halal. Hahaha",0,@alfitrirosita
aku liat di shopee itu foundationnya lebih murah,0,@mutiamulyani1950
Kalo ka Tasya gausah di shading idung juga udah mancung..lah gua?di shading setebel apapun ni idung tetep pesek-_-,0,@fankaleesuji1857
"banyak brand makeup tapi gak tahu mana sj brand lokal bs gak dikasih tahu brand2 lokal selain wardah sari ayu PAC viva purbasari, klo focallure itu brand lokal atau luar please infonya makasih..............",0,@lusysinagamanjorang1321
sumpah si kaka mah..bikin ngiler rau,0,@tiffanyhwang9126
serem amat inimah kek makeup penganten,0,@sitihannamartdiana3358
"Kak kalo makeup lehernya jga dong , belang kak jadi jelek klo di camera",0,@llIOIBellaMeilysa
Racunnn bgt sih kaaaaaaak tasyaaaaaa 😫😫😫😫😫,0,@yunitasophiarahman4697
Kak 😂😂😂 aku ngakak dari awal sampai habis video,0,@ftrsptn
"Emg dasat udh cantik, pake make up jd tambah cantik. Pengen bgt bs make up, tp gak bisa2 huufft",0,@rizkiamalia7830
"Asli racunnya kena banget.. Gara2 liat video kak tasya jd beli smua produk focallure.. 
😆😆😆",1,@ayyramona5819
"Suka banget sama Kaka, sederhana banget gak pake brand yg high class, really love it😍",0,@chiesazahrotunnisa2100
I like u soo much but can't understand u ... Plz can u make videos in English or put sub,0,@mariarahman6041
Make up nya selalu keputihan 😂,0,@ditadwi6874
"Tuhan 
Bagus banget makeupnya.. untuk acara formal.. tanpa harus tebal bedak sama foundinya.. jadi main warna yg keren",0,@Mbaindahk
seneng bgt liat video Ini... Saya juga udah coba smua produknya Dan real bgt hasilnya.. Saya stock productsnya Dan harganya dari yg disebutkan disini saya jual dgn 25% off for all items... review nya bagus2 banget...,0,@ratnakomalasari3543
dimana belinya merk itu dear,0,@susanamarkina9403
eyeshadownya seriusan bagus??? mau coba ahhhhhh,0,@m025_indra9
"kak kenapa ya harga focallure yg dijual2 di sh**p*e itu jauh lebih murah? bahkan 30ribu aja udah bisa dapetin liquid foundation focallure. aku tergiur karna liat harganya yg murce banget, tapi klo harganya semurah itu juga aku jadi agak takut mau belinya. takut palsu atau semacamnya 😔",0,@PutriDwiAnida
Racunnn!! 😝,0,@aiditiya
udh nonton vidio ini berkali kali tp gak bosen liat kak tasya greget bgt klo review😍😚,0,@nezhahikaru125
apa cuma aku yang ngulang2 video ini 😂,1,@normadwiseptiani2304
ka itu pake bulu mata atau real cuman pake maskara aja?,0,@whidanurindah9547
(((INI URGENT))) iya urgent bgt! aku keracunannnnnn!,0,@inezanandita
"""jangan2 kayanya mereka semua satu pabrik.."" ngarang bebas'. fix ngakak!😂",0,@feratulzahra5139
"Pas makeupnya udah selesai , sekilas mirip dua lipa ❤️",5,@salmanurulhida2150
UNTUK YANG MAU BELI PRODUK FOCALLURE DENGAN HARGA LEBIH MURAH BISA CEK DI INSTAGRAM @WELLPANDAA,0,@frensiskahariarti4462
"foundation nya menurut w gg mix and match sama skin tone lu, jd keputihan. tp wrna eye shadow lu cakep",5,@sujaniwidhiarta5065
beli nya di mana??,0,@vindylyn237
kak racun banget parah :( cocok jadi sales focallure wkwkw 😂😍,1,@santioktaviani270
paraaahh sya ngeracun ini mah 😂 demi apapun gue langsung borong loh gara gara virus di video ini,0,@windanoor5161
Damn that's an ugly language. What is that?,0,@bobbin321
yang mw nitip beli focallure lgsg dr china bs nitip aku 😁,1,@lgstylus7668
"kenapa setiap kaka ngomong menurut gue ada yg lucu ""oke ini tulisannya cina semua gue ga bisa baca""",0,@chaymeyin7298
aq suka make up nya tasya justru karna dia menor aq bosen yg natural2 hahaha,0,@shakurakireii3830
review staying powernya dongg,0,@primafw
duuhh gabisa gitu ya gasuka sama mbak ini 😍😍😅,0,@lelygrande761
racuun bangeet kak. pengen belii focallure jadinya. padahal makeup dirumah masih pada belum abis huhu 😣😣,0,@barraplayland
ka tasya umur nya brp th,1,@nyimasayu1244
bikin video ketahanan hasil make up focallure donk kak,15,@putriesekar3168
kak buat make up tutorial pakai produk just miss dong :),1,@windaanastasiaclaudya9894
gak kuat!! akhirnya gua jajan focallure jg akhirnyaaaa 😥😂😁,0,@riscaadriana8985
tiap liat video kak tasya berasa ngobrol haha sukak!,0,@putrikhanis7149
"jdi agak belang sama leher kak,😁😁 but still,
love you haha😍😍",14,@ismigomez6131
ngakak ngarang bebas,0,@kaylaazahra2971
Nyimas Ayu lahir 92,0,@gengbulu
Putrie Sekar up,0,@lilalailatus
ohh.nooo.... lipstiknyaa.. 😍😍😍😍,0,@maymaychandra3229
batinku menjerit jerit ka liat produk2nya pas dipake bagus banget. sip lah cuss beli,0,@seulouvre
👍,0,@suryantifauzi5745
focallure itu produk china,0,@kristianti7459
"boleh tanya ga? Bagi siapapun yang tau ㅠㅠ klo pake contour yang stick kek video diatas itu, Nge bland nya kan pake beauty blender...itu beauty blender nya dibasahin ato enggak? maklum aku pemula soalnya 😅",1,@valeriefied
kok berasa jadi jayak si kajol yah??,0,@martinamanurung999
kok berasa jadi jayak si kajol yah??,0,@martinamanurung999
aku liat video ini langsung beli semua yang dipakai si tasya,0,@kaylaazahra2971
Utk kulit berminyak cocok ga sihh yaaa?aku cari foundation manapun gaada yg cocookk😭,1,@nurnabilahzahroh4354
Keputihan kak :(,0,@strangercloset
make up china ka,0,@norfaizatullinabalangan8668
ka mau nanya dong.  kalo kulit sawo mateng bagusnya foundationya yg cerah natural apa aga gelap ?,0,@yaradezainachanel6963
mengandung mercury ga tuh?,0,@fabyanpangalila9020
ga bosen2nya nonton video2 ka tasya:)),0,@buahnanas8500
"aku belanja di aliexpress lbh murah 30% dari pada di indo , 24 produk cuma habis 650rbu lumayan banget ngirit. cuma harus nunggu 30hari buat ongkir,",18,@arioazka8867
kak. eyeshadownya itu jatuh2 gak?,0,@carolinesusanto1322
kak bagusan produk focallure ini apa L.A girl ?,0,@rifinayu242
Aku lihat di shopee under 30k semua,0,@raisasilmi2783
bagus.,0,@sweetestbee
kak cobain product kat von d dong,0,@orionbelt7293
Valerie Tjio dibasahin dulu tp diperes sampe bener2 ga ada air,0,@SofiatiMukrimah
"Nurnabilah Zahroh aku cocok mba, muka ku berminyak. pke foundy focallur matte 2-5 jam .",0,@ismayuliani1686
minyaknya parah ga kak mukanya kk?? jerawatan juga?? foundationnya tahan beneran?? makasih kak infonya,0,@cashbax9842
"Nurnabilah Zahroh cobain makeover matt, trs pake bedak tabur dlu sblm foundation, trs pake bedak lg tp tunggu bbrp menit biar foundationnya keserap muka dlu",0,@tivannii
Pake Revlon colour stay coba,0,@deborahbee7488
Yg make over bagus kak.. hasilnya matte. Sy jg berminyakkk.. yg penting bedaknya di baking,0,@maiyasw7543
kak kasi liat donk koleksi makeup nya.. taruh mana itu semua dan sebanyak apah? atau punya tempat sendiri buat nyimpen?,0,@justa6214
#bantujawab kyk ny focallure produk china,0,@endahpuspitosari827
Bisa selama apa?,0,@lidia-yc5vd
Ka tasya ini waterproof gak?,0,@lidia-yc5vd
foundationnya oksidasi engga??,0,@mamanyakamila
Dan teman teman buat yang mau ikutan PO silahkan Ke https://shopee.co.id/raqiqahhumaimah ori import china all under 100k,0,@ledoucefille
Kak tasya.. mohon izin saya screen shoot video kakak buat promosi saya jualan focallure biar semua org tahu bagaimana kehebatan productnya hehe,0,@ledoucefille
"racuuun pas nonton lgsng sambil pesen, bikin ga sabar sampe",0,@finkanuranggraini1978
"bagus bangat review nya.. suka amat..  
frommalaysia",0,@nurujoong6188
ka tasya belajar dari mana cara make up nya astaga~ aku pake bedak aja masih jadi badut T^T,0,@irmawatiajiutami5099
gARA GARA KA TASYA SEKARANG GUE JADI KERACUNAN FOCALLURE UGGHHH PENGEN BORONG RASANYA,0,@azrapietersz2852
"drinking game: take a shot every time she says ""gitu""",39,@adindap6318
Bikin tutorial dong cara buat mengatasi foundation yang terlalu terang (salah beli) & tutorial makeup yg cakey,2,@gitaaarb
kakkk plis bikin skincare routine dong! hehe,0,@gemamutiara6624
ahhh murah banget kak😍😍😍 ngilerr,0,@tiomarebeckhadt
"Wkwk slalu ngakak kl liat ini,dah puluhan kali di play padahal..",0,@tammaramonique1717
belinya dimana ya?  aku cek online beda2 dan kirimnya dari luar negeri,0,@annamarko1809
bulu matanyaaaaa😢😍😱 beli dimana kak bulu matanyaa?,0,@puspitaputribakri4409
"langsung,,,embat ajha,,,focallur nya..biar samaan kaya kak tasya....ngeborong pokok nya,,,",0,@stmjwaroengadiella1871
racun banget gilaa ngilerrrrrr. btw lo mirip banget sama Ana Kendrick,0,@rena4120
beli produknya dimana sis ?,0,@chaca03041991
ini poduknya halal ??,3,@syabikaimani.h9911
Product China ka,0,@nadyamaretskaclarasantikaw758
@tasya farasya keturunan apa ?,0,@fitriadona8072
"ini sih bukan menor, tp elegan...",0,@umratunanggreani8280
BAGUS BANGET GILAAAA MURAH PULA,0,@bellacallista4192
"Hayooo... berapa kali kak Tasya bilang ""bagus banget"" ???😂😂😂😂",0,@btsjikook712
Kayanya pke bulu mata ya . Gaaa cuma mke maskara . Soal ga d jelaskan hehehe,0,@KiluaLenteraJingga
Sumpah elo cakep bgt tasya like bgt,0,@kikigaming4419
aku jg dh pny bedak tabu sm fondation ny kak sade 3 powdernya focallure FACE,0,@nonamebmitaiwan527
Foundinya kalo beli dicina langsung 25rb lho ka. masuk indo kok mahal banget ya. karna bea cukai kayanya wkwkwkwk,0,@fannyarizka7413
kaka santik bgt aku like hidung ny m mata,0,@nonamebmitaiwan527
"sya itu foundationnya aslinya keputihan gaksih? pgn beli foundie nya focallure tp masih bingung shade nya, please jawab ya galaw banget 😟",1,@meidyandini6492
"lucu bgt pas blng ""pengen jdi owner pabrik nya Focalure"" 😄😅😆👍 lucu.. humble ..😘",0,@andhiniputriwijayanti2596
Kak!!!!! Bikin vlog kekkkkkk 😭😭😭😭,0,@celiaannetta
@ars_fashion : so so so so so so so so so so so so sooooo slow respon. nyebelin 😂,0,@rayshadiaz5903
"Setiap nonton video tasya yang ada ngakak mulu 
Ini mua apa pelawak ya",0,@SherlieWijayanti
"kak foundationnya bisa buat kulit berminyak gak kak, ?
trus oxi gak, ?",1,@listiaariaokfanti1846
foundation focallure oksidasi gak ya?,2,@berlianaesti3282
cocok makeup wedding nih manglingin bangey,0,@clarissaaudiaputri6354
Arab kak,0,@viajuliartika366
"halo, aku monica. kuliah di unmer malang, jurusan ilmu komunikasi. boleh minta waktunya sebentar untuk mengisi kuisioner untuk keperluan skripsi mengenai vlog tasya farasya focallure one brand tutorial :) https://docs.google.com/forms/d/1G-wFG_dkjX3B17pvIzBkEHXRYhuK97gZnaBultnqFy4/edit . terima kasih atas bantuannya^^",0,@monicajasmine4440
bikin review produk oriflame dong kak?? bagus apa nggak,16,@geaananda6860
gw sekarang mau bedakan kaya kamu.,0,@jajangnurjaman1690
video ter the best ka tasyaaaaa ❤❤❤,0,@santifebriantidaslim1822
Ini manusia apa boneka sich unyu2 bngt cantik banget Bikin ngiriiii,0,@ickevenny5782
ok fixxxx...jatuh cnta ama ratu menor..suka..suka..suka..krn mnrt aq klo full face make up tu ya kyk gni..menor dkt klo hsil ny cntik gni mah d maafkan..hahaha,0,@dessycahyaningtyas5276
kaka agamanya apa? BTW kaka cantik loh 😊,0,@maysyaroh7770
tasyaa mau dong dibikinin waterproof make up kayaknya belum ada yg bikin 😊😊,0,@tiaraalexander8934
"""beli sekarang juga !!"" 😂😂
racun syekali kata2 ituhhhhh 😁😁😁
cantiikkkkkkk cantiiiikkkkkk..
gorgeous 😍😍😍",1,@blue-v8s2i
"racunn bangett ini mahhh , pengen beliiiii",0,@annedewantirizal3655
"Ka sumpah racun banget.. Sampe ulang"" mulu video ini buat bener"" mastiin sebelum aku beli 😂😍😍😍",0,@lidia-yc5vd
"Hai semuanya, please bantuin jawab ya. Kalau aku mau beli Focallure offline kira kira bisa beli dimana ya?",0,@nurulanishaandriani105
"aduuuhh racuuunn, thanks sdh share produk murah yg keren banget 😁😁😁",0,@bhebysilvana8423
kyknya dari US karna d situsnya patennya teregistradi di US (Nevada),0,@LLShee
Ka tp kalo asli dr china nya murah banget ya 😅,0,@lidia-yc5vd
Ka sumpah keren bangetttttt...,0,@lidia-yc5vd
seru banget ngomong nya heboh ..,0,@momyzan_kitchen
"Bangkehhhhhhhh, abis liat ini gue langsung search focallure dan order meskipun mesti PO 10 hariiiii. Aku padamu Cahhhh💕💕💕",1,@tiwirizky1969
"kak jadi pengen gara gara kaka, lucu deh ekspressinya",0,@kkumdeurim7
"Keracunan kak tasya,  langsung pesen yg dikirim langsung dari luar negeri,  lebih murah soalnya ada kit 9in 1 cuman 270n deh kalo ga salah itu udah lengkap satu muka.  Ga sabar nunggu paketnya walopun lama gapapa dehh yg penting focallure aku punya.  Ini link store nya buat temen2 yg mau cari  juga https://www.instagram.com/p/BTiWDfhD-kn/",36,@fitrianinuribrahim2410
"Ka Tasya mukanya terawat bgt, kalo buat yg wajah biasa gitu coveragenya gimana yahh 😂😂 ratchunn bgt dahhh",1,@ratnadewi6000
"gea ananda produk oriflame kualitasnya just so so sih, harganya sedikit pricey. Aku udah pernah coba beberapa. Mending produk lokal kayak pixy, wardah, makeover.",6,@hiraokichan5536
gea ananda iyaa bener kak,0,@SalondesaBali
"gea ananda oriflame sm Kaya bodyshop, biasa aja tapi over price",0,@newuser1014
Fitriani Nur Ibrahim nanya donggg emang kalo yg dikirim langsung dari luar itu jauh lebih murah ya? Dibanding olshop yg ready stock?,1,@meidyandini6492
Dewi Srihartati kalau q bli di shopee di sini https://shopee.co.id/misswaiting.id/785464139,1,@mykitchen5258
barangnya gimana mbak??,0,@lyannaal6896
Fitriani Nur Ibrahim cek shopee,0,@mellisaagustina2733
"aku baru kmrin mesen,  dan dikirim langsung dr luar negri. dr china langsung ya karna memang lbh murah tp biar gk rugi harus bli bnyk jd gk rugi amat gt..  seengganya beli 5 biji lah...",0,@cindykims8798
Cindy Kims pesen dimana alixpress bukan? Nama storenya apa,0,@mellisaagustina2733
"Mellisa Agustina aku pesen di shopee. cari aja focallure...  memang mahal ongkirnya krna dikirim luar negri. jd biar gk rugi bli bnyk kayak blush on,  highlighter,  concealer ya pokoknya bli 5 seenggaknya biar kgk rugi hehe",0,@cindykims8798
Cindy Kims ongkirny brp?,0,@fadwarhogib
Cindy Kims ongkirny brp?,0,@fadwarhogib
Cindy Kims iya q jg bli di shopee sepaket hargax 132.500 udh dpt 7 item,0,@mykitchen5258
barangnya udah nyampe belum kak?,0,@MutiahAlidrus
Beli dimn say langsung,0,@tantysudirman9755
"Beli nya dimana? Kalo di ig/shopee apa nama olshopnya? ☺️
Yang tau please bagi info",0,@dewisrihartati4212
ka tasya slalu sukses ngeracun yaaa. LUV,0,@mithayoghigeovanny
"""aku gamau bilang ini semua recommended, tapi emang ini semua recommended"" wkwkwkwkwk gila seru abis nontoninnya drtd kak 😘",0,@mashedpoctato6291
Kak setelah bbrp lama maskaranya waterproof ngga ya?? Kl waterproof aku mau beli..,1,@slayyay9479
mirip kristen steward fix,0,@shofisalsabila6559
mirip kristen steward fix,0,@shofisalsabila6559
kak beli dimana??,0,@kkumdeurim7
menor aja cantik kak subhanallah😂😂,0,@rifahasnabila1656
aku juga beli lips matte nya warna chesnut uuuh wangi sekali bau colkattt recomend,1,@Diraaaaw21
bagus bgttt eyeshadownya! 😍😭,0,@claudiacalista8541
sumpah aku ulang ulang terus vid ini 😂😂,0,@candrakirana2171
focallure eyebrow gel beneran enak nggak sih? bantu jawab dong,0,@rizkaandhitia6581
"Haloo buat yg mau beli focallure via AliExpress tapi susah bayarnya, bisa chat aku yaa via dm IG: evanuzlaf 🙏🏻🙏🏻",1,@evanuzlafarhana1280
"barusan dapet inbox dari OL shop Taiwan produk focalure ini, terus cring cring kaya pernah denger gtu pas buka Youtube oh ternyata, ah langsung mupeng ga pake pikir panjang",0,@schatzichubby1526
sumpah langsung panic buying dari tiongkok ikhlas ongkir mahal krn tetep aja lebih murah 😚😘🍺 terimakasih kakaaaak tasya canteeeekkk,0,@theodoraranaatmadja5453
Hidungnya ganahan,0,@kpopfangirl8951
"omg racun bgt, btw thank you ka...",0,@amllyguns
aduhhh kereeeeeennn hbizzzzz aku g sangkaaa beli di mana tolong info nya sis...pleasee...😰😰,0,@diananingsih9534
"i've tried the eye shadow, somehow keren bgt emang pigmentasinya, gampang di blend, dan murah 😆",0,@pratiwirw1473
Kak mau nanya dong. Itu hasil eyeliner pen/spidolnya matte atau glossy?,0,@anugrahtifanny8986
"""Kalian harus beli focallure eyeshadownya terutama, sekarang!"" Plis bgt gue lgsg pause close trus beli:( #konsumtif #racun",0,@eunikemalau
Rara Is Awesome #bantujawab kata ka fatya ga waterproof,0,@aatatikah8302
Bisa beli via AliExpress sis bisa chat aku via dm IG: evanuzlaf yaa kalo perlu di bantu 🙏🏻,1,@evanuzlafarhana1280
eyebrow creamnya dia waterproof gak ka tasya ??,0,@indryluxviyanto2326
aduh idung nya pengen juga xD,1,@ShergiaMelva
ih murceeee..  pengen 😍,0,@Hai.Hannah
"aku gak boong, aku beli foundation, liquid concealer dan eyeliner nya parah. Karena ini bener-bener mencuci otak haha😂😂",2,@dianabherty9091
bikin video makeup collection donggg,0,@chintyarizkyamaliad.9642
racun 😭😭,0,@prisanandya5696
Heboh ya kak 💞💞💞👌👌👌,0,@sefinaputriliana9467
"bacot kak, gw kena racun hahaa",0,@mevitamashindi2983
suka suka sukaaaaaa!! Focallure ❤,0,@angelyyyo
GIVEAWAY FOCALLUUUUUUREEEEEE 👻,0,@qonithaqonitha
"Share info dikit ya kakk. Kalau mau belu focallure, di Aliexpress lebih murahh. Tapi datengnya emang agak lama. Metallic lipstick-nya cuma $1 lebih gitudehh",0,@notsure5145
kak eyelinernya waterproof gak?,0,@naninuneno2215
huaaa tau murah2 gitu dr dulu beli merk ini semua. terlanjur beli merk lain yang harganya you know lah.,0,@ernibahyuningsih8660
kak buat video tes ketahanannya dong seharian gmana dengan touchup or tanpa touchup😘,0,@intanpuspitasari7992
"""pliss bgt jgn bikin aku sesak nafas lg focallure..."" hahaha...aku jg sesak nafas liatnya 😁",5,@masithahkariim
asal mana kak?,0,@febydelvalent
buseeeettt putih bngt kaya hantu,0,@mellati1252
foundationnya hasilnya matte gak sih? aku kulitnya berminyak nih cocok gak yaa pake itu? saran dong kak,0,@masrifatunmahmudah24
product focallure ini beli dimana ka ?,0,@archianapujakesuma1087
"di shopee jg murah2 bangeet kalo pada mau yg free ongkir <333
https://shopee.co.id/FOCALLURE-9-PCS-Makeup-Set-Powder-Bag-Eyeliner-Mascara-i.10406568.197237586",8,@nurayuniar6908
jngn lupa kak buat video giveaway sepaket focallure hadiahnya hihiii😜😜,0,@intanpuspitasari7992
Nura Yuniar iyaa bener murah biasanya aq beli yg d toko shoppe beda orang itu udh murah tp pas liat recommend qm tokox jauh lebihh murah dr sebelumnya,0,@nikmatussolikha3780
"""Dia ngga kayak batu kerasnya"" wkwkwkwkwk ngakak",0,@fimelsharfina
gabosen deh nonton ini terus:(,0,@nagisaanju7202
Beneran ga sihhhh...abis Tasya kan pake apa aja udah luar biasa cantiknya....d jakarta beli d mana...,0,@susinuraja7557
Tasya mw tny bli focallure nya online atau ada tokonya??,2,@yunijaeni7058
kak makeup tutorial yg soft gtu dong:( jgn yg terlalu tebel/menor:(,5,@nabilalnm
lebay nya pang jadi org ..,0,@rizykasyifa9231
"kak, found n liquid conceal nya kalo diolshop beli nya olshop mana? 
soalnya di olshop2 smua aku liat diatas 140rb an keatas>_<, pada korop nihh heeeeheh
atau kalo kk tau counter di kota medan dmna yaa?
plissss jawab ya kakak cwantiikkks😍😍😍😍",0,@vivywijaya9929
sumpah setiap kali liat video tasya serasa racun banget ama semua producknya pengen beli hahaaha,0,@andian1665
"waaah racunnn jd pengen borong semuanya 😁😁😁 btw liat di ig ada yg jual kosmetik @makesyouenvy an tasyafarasyafocallurecosmetic, itu os tasya bukan?",0,@alexandriabakery2379
focallure emang murah + bagus aku nyobanya pertama beli di ARS_fashion krn kita 1 kota..,0,@akeonchan8421
tengkyu udah bikin ini dari dulu pengen beli tapi gatau Bagus apa enggak,0,@chintyasyaputri
knp kkak begitu bergelora? 😂😂 jdi pengen belii 😂😂,0,@cynthiadewi6667
sumpah sepanjang liat video ini ngakak liat ekspresi kak tasya yg super duper excited sampek kepengen beli hahahhahha,0,@nandinafirantiii
wkwkwk kak tasya lucu bgt tutorial one brand focallure nya 😂 saking seneng nya speechless bgt yak 😂,0,@adveniasabiana3803
kakk buat video full review tentang mascara focallure dong❤,0,@audriellanadine68
Hasil akhirnya kyk cewek india sya,0,@pujiestuti9439
"sumpah ini si tasya bikin org pengen beli aja, pinter banget promosiin nya... duh kaya iklasn lejel home shopping.. hebohhhh tp bikin pengen beli...",0,@firmansyahdeni2918
gilaaakkk aku mau beli semuaa 😭😭 tanggung jawab ih tasyaaa,0,@afianitarachma1506
bulmat nya apaaa,0,@hilda_493
Cantik banget hasil ahirnya sumpah,0,@isabellariawan3247
"gajadiii kakk, udahh aku baca komen sblumnya heheee.
maaf kurang teliti, abiss excitedd bgt😛 suksees trus ya kak cantikk",0,@vivywijaya9929
"aaaah parah banget sih kak, suka bgt sm kak tasya. mau dong sekali-kali dimake up in sm kak tasyaaaaa 😞",0,@fenyrachhh
focallure brand china,0,@babyxaverienne1067
"dokter gigi kesukaan aku, hehehe,,, suka banget sama warna lipstiknyaaa... cantiiiiikkk...",0,@youtube.dinimakeup17
OMG I luv this makeup. It looks so bold and u look stunning girl.,10,@safirahabas9666
waahhh racun racun racuuunnnn !!!! aku beli semuaaaaaanyaaaaaaa gara2 kamuuuuuu hahaha,0,@rizkynovitalestari9724
Anjirrr gue kira ini beauty vlogger luar:|,0,@gabriellaluciano4309
"""Gimana nih"" 😂😂",0,@febrinarahmadiani
"""aku mau jadi ownernya focallure"" wkwkkwkwkwkwkkwkwkkwkwkwkwkwkwkwkwk",3,@jessicaputri3993
FIX MAU BELI MAKSIMAL kaaaaaaaa,0,@destiaparulambung
nonton ke 3xnya 😆,6,@ranggadioo
saya suka bangett semua tutorialnya.. Tasya juga kocak banget.. semua make upnya bagus dan cantik2 kayak Tasya Beautifull.. produknya  beli di mana ya dan caranya gimana.. tq ya.. GBU,0,@normadeisirewah5372
otw beli,0,@littlethings5202
KA TASYA RACUUUUUN,0,@JudithCholya17
Luv! ❤,0,@desakariwedayanti3206
"Hey girl, really love watching your videos xx but I have been wanting to say that your foundation is way too light for your skin colour, not sure if its the lighting. But I hope whatever it is you can fix it soon, overall love your personality and content ^^",0,@ervinayap3420
"kaa tasya,focallure foundationnya bagus ga buat oily skin trs tahan seharian ga ya?",0,@lyorentinarohtua2915
thanks banget Tasyaaaa!!! :*,0,@diamondathome
kak itu smuanya aman ga sih? murah bgt hahaha,0,@kawai_tristie
kagetnya itu bikin ngakak yaampun hahaha,0,@tifanaptr
mupeng bgt pngen beli tp kira2 ccok gak ya buat muka berminyak? please jawab dong ka tasya,1,@deswitadewi4811
Gabriella Luciano gue jg...😂😂,0,@niesafiqalwan182
Jangan lupa mampir ke channel kami juga ya kak.. semoga bermanfaat😇 https://youtu.be/x1XtS0APl9g,0,@kikisilfia3847
UP UP. Iyaa itu utk jenis muka apa tasya & ketahanannya gmn,1,@liastakarina
"https://shopfocallure.com/pages/focallure-company-profile 

FYI, guys. they from US and they claim all their products cruelty free! ❤❤",37,@ghurnitaningratrajaintan4904
omg you're so beautiful even before the makeup 😄,0,@tomorinao1823
kirain ngomong bahasa inggris😱 ternyataa kaget😓,0,@pritaiashachannel7008
"too bright, Tas",0,@themanurunghelen
MY FIANCE DOES MY MAKEUP KAAA😆😆😆❤,22,@febbythaliana90
collab sama suhay salim dongg,0,@tiaraaurellia4122
smart banget make up ny,0,@junisetiawan4366
Please bikinin giveaway pocallure nya 1 paket kaaaaa #pengenbanget 😢😢😢,13,@ruthgilissen
aaaaaahhh favorit,0,@AfiLathifaMaulida13
Say yang pressed powdernya dipake nggak?,0,@riezkimaulidearipade6744
kakak beli foccalur di daerah Surabaya dimana ya?,3,@nyslotfia.a
Make up termenor yang pernah aku suka.. Padahal aku gak suka make up yg terlalu nge jreng.. tp ka tasya kamu cantik banget aku suka,111,@alisakobe6119
Kereen bngt,0,@BellaPakis
"Aaaa telat bangett nontonnya karna ujian🤧🤧 ka tasyaa youre alwaysss stunningg❤❤ buat makeup yang heavy kekgini terus yaa kalo lagi nge review😂 biar bagusnya tu ""tegas"" gitu ga cuma nempel doang semoga tauu maksudku wkwk😂😂",0,@tiarachandra7012
"Tebak berapa kali tasya bilang ""bagus banget"" di video ini... 😂",11,@debbybaldie
waterproof gak tasy?,0,@shabrinaptr
kenapa gak nyantai banget kak tutorialnya -_- hehe tbh yaaa,5,@nayatietrie514
Lucuukkk 😁😁,0,@princessputri9395
"bikin pengen belii, sumpaah . hahahaha tp sukaakk sama semua videoo mu kak.. love ❤❤❤❤",0,@wuls20
kak di indonesia ada yang jual ga product ini?,0,@anitawahyuni4406
Ghurnita Ningrat Raja Intan nemu komen km dsini beb,0,@steffanylakhsamana4407
China bukan?,0,@dohkyungja12
itu website distributor US nya sis. Produknya sendiri diproduksi di China,0,@freyja2124
Kaka boleh minta wa nya gak ? Untuk jadi narasumber aku mengenai Tasya Farasya .  Buat di skripsi aku ..,1,@rikeputrisetiadi1252
foundationnya oxidize ga kak?,0,@zulffbeautyy
kok kaya keputihan yah ?,97,@yuannitagusman688
sumpahh kak tasya rame benerrr 😂😂😂,0,@amelyapermatasari2824
"menurut kamu dari eyeshadow palettes nya yang warnanya bisa dibilang mendekati a.b modern renaissance palette yang manaaa? karna nyari yang okalan susah bangeet, review yang okalan dong kapan kapan kalo ketemu o.l shop yang juaal :')",0,@ilyavery
"kak fyi aja eyebrow matic nya salah harga pas ditulis di description box, kakak blng 39.000 di video tpi di description box 48.00",0,@janiceadley3186
"subscriber baru , ketagihannnn nontonin videonya euhhhh racun ngabisin kuota nih❤❤❤💜💚💛",0,@tikakomalaa
suka sm make upx😘,0,@pipit7775
